Rk,Team,Seed,Conf,G,Rec,Wins,Losses,WinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
12,Florida,6,SEC,2,1-1,1,1,0.5,125.7,4,99.7,107,0.9347,12,55.1,46,50.0,161,14.6,70,14.6,250,29.0,140,41.7,332,29.1,228,39.0,231,49.2,169,45.8,90,41.1,44,40.0,268,47.9,27,29.7,40,64.2,300,-0.01,62
13,Duke,2,ACC,3,2-1,2,1,0.6667,111.7,75,88.9,14,0.9323,13,53.9,66,45.2,57,19.7,268,15.9,206,35.2,30,32.1,252,30.4,204,14.9,8,54.3,56,49.2,160,35.4,144,25.6,23,35.9,190,37.5,171,70.0,101,0.7,19
14,Cincinnati,2,Amer,5,5-0,5,0,1.0,106.5,147,85.2,2,0.9292,14,47.1,236,41.5,14,14.5,64,19.0,89,35.6,27,28.5,181,33.6,162,24.8,51,50.3,133,41.4,26,27.0,284,27.7,42,31.8,264,37.4,168,62.8,311,2.1,4
15,Murray State,12,OVC,2,2-0,2,0,1.0,106.6,144,85.4,3,0.9281,15,50.0,156,44.0,43,14.4,58,18.9,93,27.4,173,21.6,60,28.4,242,13.7,5,47.0,220,49.4,165,36.0,124,22.5,6,43.1,70,34.2,108,67.7,191,0.5,34
16,Kansas,1,B12,4,3-1,3,1,0.75,122.4,10,99.0,96,0.9199,16,59.3,16,49.2,139,19.5,259,17.3,152,31.2,92,33.1,274,21.6,300,24.1,45,55.5,40,51.2,205,43.2,25,30.1,77,40.9,99,33.9,100,68.0,180,1.5,8
17,Texas Tech,3,B12,3,2-1,2,1,0.6667,118.8,27,96.1,62,0.9199,17,54.2,62,47.5,100,15.8,113,13.8,269,27.5,171,30.0,209,43.6,45,32.2,145,47.3,210,44.0,51,47.7,7,36.1,205,28.2,301,34.5,113,65.6,262,0.7,21
19,West Virginia,5,B12,4,2-2,2,2,0.5,120.9,16,98.7,90,0.9122,19,48.0,222,59.4,310,15.4,97,20.6,41,32.7,62,25.4,122,27.7,252,38.6,226,44.3,278,52.4,232,36.3,120,46.9,318,36.5,179,39.1,207,67.7,191,0.6,27
20,Davidson,12,A10,4,4-0,4,0,1.0,124.6,5,101.7,128,0.9117,20,56.5,33,49.1,132,12.5,33,15.9,206,21.1,285,31.2,231,27.1,262,23.1,35,52.3,89,48.4,137,40.8,49,33.3,140,47.3,31,42.1,263,60.5,330,1.3,10
21,Tennessee,3,SEC,4,3-1,3,1,0.75,121.7,12,99.4,106,0.9109,21,48.2,214,48.3,116,16.4,143,18.8,94,40.3,7,35.1,294,38.2,91,40.6,251,41.3,308,44.5,65,40.2,58,37.1,221,36.4,184,33.8,95,63.0,310,0.9,13
22,Stephen F. Austin,14,Slnd,5,5-0,5,0,1.0,106.4,151,86.9,9,0.9105,22,51.4,117,42.9,21,20.8,289,24.3,8,36.3,20,26.1,134,35.3,138,42.4,265,50.3,133,41.3,24,35.7,133,30.5,87,34.6,210,37.3,167,66.8,217,0.6,29
23,Buffalo,13,MAC,4,4-0,4,0,1.0,117.6,34,96.2,63,0.9094,23,54.9,50,40.7,8,11.8,22,17.2,158,36.4,18,32.3,259,25.8,271,40.7,252,52.6,79,42.2,29,39.4,68,25.5,21,35.2,202,39.0,204,69.6,117,0.7,23
24,Loyola Chicago,11,MVC,3,3-0,3,0,1.0,104.7,167,86.3,6,0.903,24,50.7,138,41.0,10,13.4,42,17.3,152,18.8,305,23.9,92,28.3,244,18.6,15,52.4,83,43.3,47,32.4,199,24.6,13,44.7,49,35.4,131,62.1,319,0.7,20
25,TCU,6,B12,2,0-2,0,2,0.0,114.5,53,94.6,45,0.9002,25,48.3,211,52.4,213,17.8,192,15.7,214,29.2,134,15.0,8,31.4,192,43.4,271,50.0,139,53.8,257,30.0,235,32.1,117,33.9,225,26.4,17,68.7,147,-0.7,155
26,Ohio State,5,B10,1,0-1,0,1,0.0,122.3,11,101.5,125,0.8956,26,50.8,134,45.7,64,12.9,36,14.5,252,30.6,102,38.9,319,18.6,320,34.5,173,50.0,139,33.3,2,34.8,155,47.4,321,39.0,135,32.8,75,62.5,315,-0.33,94
31,Arizona,4,P12,5,5-0,5,0,1.0,112.3,69,93.8,39,0.8885,31,51.1,126,46.2,72,16.2,131,15.0,237,34.4,39,19.2,30,41.7,64,26.2,65,53.9,63,49.5,169,30.0,235,26.9,32,31.8,264,36.4,155,65.5,268,1.5,9
33,Clemson,5,ACC,4,2-2,2,2,0.5,117.1,36,97.8,82,0.8883,33,48.4,207,47.3,94,16.1,127,14.2,259,29.9,120,29.0,194,40.8,71,34.7,178,46.6,236,44.2,54,33.7,174,34.4,166,44.6,53,41.9,261,66.0,251,0.21,51
35,Lipscomb,15,ASun,2,2-0,2,0,1.0,120.4,18,100.8,118,0.885,35,64.4,2,50.4,169,19.3,255,23.8,12,21.2,283,32.9,272,56.5,4,31.0,130,70.4,1,44.6,66,38.9,78,37.7,230,50.0,14,48.4,311,76.1,12,0.35,43
37,Providence,10,BE,5,3-2,3,2,0.6,107.5,127,90.9,20,0.8735,37,45.6,262,48.0,105,18.1,208,18.3,112,30.3,108,32.0,248,36.4,115,28.7,93,52.5,80,47.8,122,20.8,324,32.3,123,32.7,251,33.0,78,63.4,307,1.2,11
38,Virginia Tech,8,ACC,2,0-2,0,2,0.0,111.9,72,94.6,46,0.8729,38,51.8,110,52.9,226,19.0,244,18.3,112,25.8,207,23.8,90,25.7,273,41.7,259,52.5,80,47.9,124,34.0,166,38.2,248,45.9,39,53.4,329,67.7,191,-0.8,190
39,Kansas State,9,B12,3,2-1,2,1,0.6667,109.8,97,92.9,34,0.8729,39,51.5,116,54.3,254,16.5,147,19.9,59,19.6,294,25.8,131,32.5,172,31.9,141,58.5,13,51.0,202,22.9,315,39.7,265,28.9,292,38.7,199,66.3,235,0.7,22
40,South Dakota State,12,Sum,3,3-0,3,0,1.0,111.4,76,94.6,44,0.8684,40,50.5,141,44.3,48,10.1,6,13.3,278,21.5,276,16.2,12,37.0,106,26.5,70,48.1,194,44.4,58,35.8,131,29.4,64,42.9,73,36.8,161,72.7,44,0.6,30
44,Purdue,2,B10,3,2-1,2,1,0.6667,130.2,1,111.8,264,0.8514,44,59.4,15,49.4,147,16.1,127,11.5,311,27.7,164,33.6,282,38.7,87,34.6,176,57.5,21,47.5,113,41.2,40,35.6,193,43.9,60,33.0,78,66.1,245,0.6,24
46,Missouri,8,SEC,2,1-1,1,1,0.5,111.7,74,96.3,65,0.8472,46,45.5,263,46.8,84,14.9,76,12.5,288,32.9,60,24.3,101,40.2,75,31.5,136,38.1,325,47.2,107,36.7,114,30.8,91,43.8,61,35.1,125,64.8,284,-0.21,75
47,Texas,10,B12,3,2-1,2,1,0.6667,118.5,28,102.1,140,0.847,47,53.8,68,51.9,201,15.6,107,16.6,183,32.3,68,32.7,269,34.5,148,20.8,25,51.5,104,49.6,172,38.2,93,37.9,238,39.8,116,31.7,59,63.6,304,0.6,28
48,Wichita State,4,Amer,4,2-2,2,2,0.5,122.5,9,105.6,188,0.8463,48,50.2,153,51.1,190,14.9,76,12.3,295,31.4,85,22.0,66,40.0,78,40.5,250,51.7,101,45.2,79,31.8,212,40.2,275,37.0,173,39.2,210,67.2,204,-0.03,63
49,Bucknell,14,Pat,3,3-0,3,0,1.0,115.7,47,99.8,110,0.8448,49,61.7,9,43.3,25,16.4,143,15.9,206,27.8,157,31.1,229,44.6,38,26.3,68,65.6,2,42.3,31,38.2,93,30.6,89,45.8,40,26.3,16,70.0,101,0.13,54
50,UCLA,11,P12,4,2-2,2,2,0.5,110.1,91,95.0,49,0.8448,50,53.5,77,46.6,80,16.2,131,10.9,318,21.8,269,22.4,72,19.5,315,33.5,158,50.4,130,47.6,118,37.8,98,29.8,69,48.4,24,33.9,100,68.5,151,0.5,32
55,Alabama,9,SEC,4,2-2,2,2,0.5,110.5,87,96.2,64,0.8305,55,48.7,201,48.7,123,19.1,249,17.7,139,29.3,131,29.7,207,40.9,69,45.1,282,50.7,124,48.5,140,30.1,232,32.6,127,36.9,174,41.1,245,67.7,191,0.43,39
57,Texas A&M,7,SEC,3,2-1,2,1,0.6667,104.0,178,91.0,21,0.8228,57,42.9,302,43.9,39,19.1,249,17.7,139,36.7,17,28.6,182,36.4,115,35.2,186,43.7,287,44.9,74,27.6,275,27.9,46,31.5,267,34.1,104,70.8,76,0.33,45
58,New Mexico State,12,WAC,4,4-0,4,0,1.0,111.2,79,97.4,77,0.8224,58,53.8,68,43.9,39,18.1,208,17.4,150,35.5,28,21.0,51,42.6,55,39.7,241,47.4,209,43.3,47,43.0,26,30.0,73,37.3,165,33.8,95,72.3,51,0.5,31
60,Michigan State,3,B10,2,1-1,1,1,0.5,116.2,43,101.8,132,0.8199,60,45.4,267,52.4,213,15.5,100,12.2,298,34.2,44,23.4,84,17.6,326,37.5,214,46.2,247,51.6,219,29.3,251,35.7,196,34.5,213,40.4,235,65.7,257,0.12,55
61,Marshall,13,CUSA,5,4-1,4,1,0.8,114.3,56,100.3,113,0.8171,61,52.7,93,48.0,105,15.2,91,15.2,230,23.0,251,32.0,248,37.8,95,31.5,136,51.3,107,49.3,162,36.2,121,30.3,82,46.9,34,33.6,91,72.7,44,0.7,17
65,Creighton,8,BE,2,0-2,0,2,0.0,110.5,86,97.2,72,0.8149,65,50.0,156,51.3,193,11.8,22,16.6,183,23.4,246,28.2,175,24.8,280,40.8,255,51.3,107,45.2,79,32.1,205,40.4,278,41.1,93,39.2,210,68.1,173,-0.9,219
67,Oklahoma,10,B12,2,1-1,1,1,0.5,97.5,259,85.9,5,0.8113,67,45.4,267,41.1,11,12.2,31,21.0,33,17.2,316,35.6,301,24.6,285,29.5,102,47.3,210,40.0,15,28.6,260,28.6,52,43.1,70,38.0,184,73.2,32,-0.27,83
68,Georgia State,15,SB,5,4-1,4,1,0.8,114.1,57,100.5,114,0.8112,68,55.2,44,42.4,20,16.3,138,17.2,158,26.1,198,32.3,259,34.1,154,48.9,309,49.7,161,44.4,58,42.6,30,26.9,32,38.7,138,48.6,313,66.1,245,-0.33,96
71,Miami (FL),6,ACC,2,1-1,1,1,0.5,107.3,132,95.1,50,0.8002,71,48.8,196,49.6,151,15.3,94,16.8,177,23.7,243,35.5,300,25.8,271,35.0,182,44.0,282,49.3,162,37.8,98,33.3,140,37.5,160,37.5,171,66.4,230,0.07,57
72,Arkansas,7,SEC,4,2-2,2,2,0.5,121.3,13,107.6,216,0.7988,72,49.3,179,53.9,243,14.7,71,19.3,82,30.2,109,35.4,298,43.9,43,38.2,220,46.7,233,45.4,83,37.1,108,42.9,293,29.0,290,45.2,296,66.1,245,0.4,41
73,Nevada,7,MWC,4,2-2,2,2,0.5,120.2,21,106.8,200,0.7961,73,53.6,73,49.8,155,11.6,17,17.3,152,30.1,113,41.1,329,21.9,297,37.5,214,50.3,133,52.4,232,39.2,71,29.9,71,38.5,143,34.4,111,68.4,160,0.02,59
80,Penn,16,Ivy,4,3-1,3,1,0.75,116.1,45,104.3,173,0.7748,80,59.8,11,46.9,86,15.1,85,14.1,260,16.5,318,23.3,80,37.9,94,32.4,147,54.6,53,49.4,165,46.2,14,28.0,48,35.6,195,33.6,91,70.3,88,-0.46,114
81,Syracuse,11,ACC,5,3-2,3,2,0.6,106.4,148,96.1,61,0.7631,81,44.9,276,49.3,143,20.0,278,17.8,133,34.7,36,31.8,241,43.2,49,33.5,158,40.9,313,47.7,120,34.0,166,34.1,163,40.1,113,45.2,296,61.6,323,0.01,60
82,St. Bonaventure,11,A10,4,3-1,3,1,0.75,111.8,73,101.0,121,0.763,82,53.2,85,53.1,231,13.6,44,20.2,48,25.2,216,28.0,172,37.0,106,31.6,138,52.2,91,50.5,191,36.6,115,36.9,216,38.0,152,52.4,327,65.8,254,-0.07,66
83,Rhode Island,7,A10,4,2-2,2,2,0.5,109.4,104,99.3,101,0.7533,83,49.6,168,49.8,155,14.0,54,16.6,183,31.9,78,25.2,119,28.2,245,30.8,124,43.4,290,48.9,151,39.0,74,34.1,163,40.8,101,37.9,183,66.9,212,-0.44,112
86,Wright State,14,Horz,3,3-0,3,0,1.0,106.9,140,97.2,75,0.7482,86,49.1,185,44.5,52,12.1,30,15.6,217,27.3,175,18.3,23,36.2,119,19.8,20,46.8,230,42.4,32,35.4,144,31.5,105,37.4,164,42.4,270,66.2,239,0.24,49
88,Montana,14,BSky,5,5-0,5,0,1.0,112.3,70,102.6,150,0.738,88,54.1,65,52.8,224,15.4,97,16.0,204,33.7,50,18.2,19,36.5,113,23.1,35,52.5,80,51.3,208,40.3,56,37.4,224,20.4,334,31.4,56,67.3,200,0.7,18
90,Butler,10,BE,4,1-3,1,3,0.25,108.3,118,99.0,97,0.7356,90,48.6,205,55.0,264,15.9,117,19.7,68,22.8,253,27.6,168,23.6,288,36.9,207,52.1,92,51.4,213,29.2,254,41.0,283,43.1,70,35.1,125,65.8,254,-0.21,76
92,UNC Greensboro,13,SC,3,3-0,3,0,1.0,96.6,271,88.5,13,0.7311,92,47.0,238,40.2,6,18.2,214,20.8,37,34.6,37,26.4,140,26.0,269,25.9,60,50.6,126,41.6,27,28.8,259,25.9,25,47.3,31,51.3,325,60.7,328,0.49,36
97,North Carolina State,9,ACC,3,1-2,1,2,0.3333,116.5,39,107.6,217,0.7124,97,54.3,59,54.1,247,12.7,34,18.3,112,27.4,173,33.7,283,28.2,245,27.6,84,47.0,220,54.5,268,48.1,5,35.3,187,28.7,296,27.6,26,70.8,76,-0.9,218
105,Arizona State,11,P12,4,1-3,1,3,0.25,115.1,51,107.7,218,0.6825,105,54.3,59,51.3,193,11.1,14,20.0,54,18.2,310,31.7,237,39.6,83,40.4,248,54.8,47,49.0,154,35.8,131,37.2,222,46.1,38,34.7,122,70.5,83,-1.5,288
111,Cal State Fullerton,15,BW,5,4-1,4,1,0.8,103.8,183,97.4,78,0.6759,111,50.7,138,43.3,25,16.8,161,17.3,152,25.0,219,26.4,140,39.9,81,32.1,144,54.7,51,38.0,8,25.0,302,36.6,214,23.2,329,31.7,59,69.7,115,-0.34,99
113,Auburn,4,SEC,2,1-1,1,1,0.5,104.9,165,98.6,89,0.6712,113,43.3,299,50.9,181,14.7,71,23.4,13,21.7,271,28.2,175,42.9,52,44.2,273,41.8,299,47.1,103,29.7,241,37.8,232,53.8,3,39.8,224,74.3,25,-0.32,91
114,Florida State,9,ACC,3,1-2,1,2,0.3333,109.3,107,102.9,157,0.6668,114,52.6,94,52.4,213,19.0,244,16.7,181,25.9,205,30.6,220,36.4,115,30.3,113,52.4,83,42.6,35,35.3,148,45.7,314,39.3,129,37.8,180,71.5,59,-0.5,119
115,Iona,15,MAAC,3,3-0,3,0,1.0,107.8,125,101.7,129,0.6616,115,49.1,185,46.3,74,11.7,18,20.9,35,19.0,302,32.2,258,49.1,16,31.4,134,47.1,217,44.0,51,35.1,152,33.3,140,35.4,198,37.7,178,70.2,93,0.3,46
120,College of Charleston,13,CAA,3,3-0,3,0,1.0,107.9,124,102.4,148,0.6437,120,54.5,55,55.4,272,12.9,36,19.8,64,25.0,219,21.5,59,29.5,221,18.5,14,52.8,77,52.6,238,38.2,93,39.4,263,38.6,140,42.3,268,64.5,292,0.5,35
129,UMBC,16,AE,3,3-0,3,0,1.0,103.3,190,99.2,99,0.6159,129,55.4,39,50.0,161,14.5,64,19.9,59,24.8,227,19.2,30,32.4,174,48.7,307,54.8,47,47.2,107,37.5,101,36.1,205,40.9,99,40.7,242,69.6,117,0.5,33
165,Long Island,16,NEC,4,3-1,3,1,0.75,98.3,253,98.0,84,0.5102,165,50.9,129,41.5,14,18.8,237,18.5,101,27.3,175,33.1,274,37.1,105,30.9,128,51.5,104,42.9,40,33.3,178,25.9,25,39.4,128,34.6,118,69.9,104,0.26,47
170,Radford,16,BSth,4,4-0,4,0,1.0,96.7,267,97.2,74,0.4857,170,44.4,286,48.7,123,14.0,54,24.3,8,25.9,205,22.2,69,42.2,60,24.6,48,41.8,299,50.0,177,32.9,196,31.5,105,34.3,222,47.6,309,60.1,331,0.24,50
175,Texas Southern,16,SWAC,6,6-0,6,0,1.0,104.0,179,105.1,184,0.4682,175,52.0,106,43.7,34,15.6,107,17.2,158,30.0,116,33.7,283,49.7,14,29.6,103,48.2,193,44.7,69,39.3,69,27.2,36,35.1,207,25.4,12,73.9,29,0.2,52
255,NC Central,16,MEAC,6,5-1,5,1,0.8333,87.8,320,97.0,71,0.2403,255,44.1,293,40.6,7,21.0,291,19.0,89,37.0,14,28.6,182,29.7,217,30.4,115,47.0,220,42.8,37,24.8,304,24.6,13,29.7,283,37.7,178,64.5,292,0.18,53
