Rk,Team,Seed,Conf,G,Rec,Wins,Losses,WinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
24,Iowa State,3,B12,4,4-0,4,0,1.0,123.2,12,100.2,129,0.9152,24,52.4,76,47.4,107,10.7,5,20.0,79,25.4,264,35.7,260,33.6,182,30.8,106,49.4,119,43.5,70,39.4,76,36.3,193,31.0,224,35.2,181,64.7,149,2.7,3
25,Cincinnati,8,Amer,3,2-1,2,1,0.6667,118.5,27,96.4,78,0.9147,25,52.8,69,46.9,93,21.7,277,12.3,316,40.2,22,28.0,112,39.0,117,21.6,19,50.0,105,43.0,59,39.5,72,35.5,179,30.5,234,38.3,241,57.1,327,0.06,71
26,West Virginia,5,B12,2,1-1,1,1,0.5,129.7,5,106.7,213,0.9043,26,54.8,45,60.3,323,21.2,262,19.6,91,42.2,7,32.0,192,45.7,60,46.4,270,52.5,62,58.1,312,38.6,87,42.9,292,41.9,47,36.1,205,65.8,117,0.05,72
27,Arkansas,5,SEC,5,3-2,3,2,0.6,118.9,26,97.9,96,0.9034,27,47.1,209,49.5,170,17.6,155,20.3,73,38.5,35,39.2,310,37.6,134,44.2,252,48.8,130,44.3,86,28.9,255,41.3,276,30.5,234,29.2,81,67.1,80,0.7,23
29,Maryland,4,B10,3,2-1,2,1,0.6667,112.5,60,93.8,49,0.8901,29,48.3,176,40.4,9,21.9,284,14.4,280,35.5,65,39.3,312,48.6,43,46.2,267,44.7,226,41.7,37,36.5,125,25.0,20,35.6,137,32.7,130,62.6,216,0.6,28
30,Indiana,10,B10,3,1-2,1,2,0.3333,119.7,24,100.0,120,0.8878,30,48.3,176,49.7,172,16.4,111,14.8,266,39.1,29,31.0,173,29.1,250,43.4,239,46.5,188,49.5,205,33.8,178,33.3,116,44.7,32,34.0,156,65.0,143,-0.6,147
34,Stephen F. Austin,12,Slnd,4,4-0,4,0,1.0,112.8,57,95.2,65,0.8748,34,57.1,28,45.7,68,19.3,217,20.7,67,37.4,46,29.6,140,49.5,36,43.9,247,54.4,40,46.6,146,42.0,41,29.3,55,31.7,213,33.6,146,66.1,108,0.7,21
35,Davidson,10,A10,4,3-1,3,1,0.75,124.8,9,105.4,202,0.8741,35,59.3,13,52.6,235,14.1,40,17.8,157,30.1,178,31.7,187,29.9,240,33.5,133,55.1,34,52.7,254,42.3,38,35.0,164,51.0,7,34.8,174,65.8,117,0.33,46
36,Georgia State,14,SB,4,4-0,4,0,1.0,110.1,90,93.6,47,0.867,36,46.1,227,42.4,23,16.2,103,23.0,26,38.9,31,40.1,313,39.8,112,36.9,164,48.6,134,43.5,70,27.3,275,27.3,39,32.0,208,43.3,303,58.4,316,0.8,15
37,Wyoming,12,MWC,5,4-1,4,1,0.8,107.5,114,91.3,31,0.8665,37,50.4,122,45.7,68,16.3,108,17.3,173,20.0,313,25.6,63,32.7,200,23.3,31,50.0,105,44.6,95,34.1,173,31.7,92,37.1,100,39.1,251,58.8,312,0.8,17
40,Xavier,6,BE,4,3-1,3,1,0.75,110.5,82,94.4,53,0.8595,40,49.0,157,51.8,217,18.8,200,18.4,126,28.8,206,25.8,69,45.0,62,45.2,261,51.1,80,52.1,249,29.5,246,34.1,138,30.2,237,41.2,278,62.9,207,1.6,8
41,Iowa,7,B10,2,1-1,1,1,0.5,106.0,138,90.8,26,0.8547,41,38.9,317,45.9,74,14.2,46,18.2,139,40.7,20,15.4,7,40.2,107,38.8,192,37.7,317,38.1,9,27.5,273,40.0,260,34.2,163,35.7,194,65.1,138,-0.48,120
42,Belmont,15,OVC,3,3-0,3,0,1.0,121.4,18,104.4,189,0.8498,42,60.1,10,53.7,259,18.4,186,16.9,190,41.8,11,23.1,38,19.0,321,22.8,25,57.0,21,54.8,285,41.9,43,34.8,158,52.0,5,42.6,292,63.4,191,0.7,22
43,Southern Methodist,6,Amer,4,4-0,4,0,1.0,110.4,83,95.0,61,0.8494,43,45.8,235,43.8,39,17.2,144,16.4,212,37.8,41,24.0,48,50.5,32,28.9,80,46.6,185,37.0,6,27.8,266,33.6,134,17.0,332,50.5,328,65.1,138,1.3,13
45,San Diego State,8,MWC,5,4-1,4,1,0.8,103.9,163,89.6,14,0.8453,45,46.4,222,43.6,36,10.9,7,19.3,98,28.3,217,26.3,82,26.2,282,25.5,41,43.6,250,37.6,8,36.1,139,38.4,232,27.0,277,30.0,91,57.4,326,0.6,29
47,Purdue,9,B10,4,2-2,2,2,0.5,112.7,58,98.1,99,0.8328,47,48.2,181,46.3,82,21.8,280,11.7,324,32.5,118,32.2,200,38.1,126,39.4,201,41.3,279,42.3,48,39.7,65,35.4,175,37.6,94,36.6,211,60.8,272,0.38,41
48,Boise State,11,MWC,5,3-2,3,2,0.6,107.5,113,93.5,46,0.8321,48,51.7,92,47.7,113,18.4,186,21.5,52,32.7,116,21.5,28,33.1,189,40.8,216,50.4,95,48.4,178,35.4,155,30.9,75,48.3,15,34.0,156,64.6,153,-0.5,129
49,Georgetown,4,BE,3,2-1,2,1,0.6667,107.9,107,93.9,51,0.8311,49,47.9,185,52.7,238,17.2,144,23.6,17,28.6,208,33.3,218,60.7,8,38.1,184,47.8,152,49.0,194,32.0,205,40.4,270,35.7,133,32.0,118,62.1,232,0.22,56
50,Wichita State,7,MVC,2,1-1,1,1,0.5,106.6,128,92.9,38,0.83,50,47.2,207,44.1,46,14.5,55,25.6,7,32.3,124,35.0,248,24.1,295,34.0,135,52.7,57,40.6,23,23.5,307,36.0,189,31.5,217,26.6,36,59.5,300,-0.43,111
53,North Carolina State,8,ACC,3,2-1,2,1,0.6667,116.8,35,102.0,156,0.8251,53,48.8,165,48.5,139,13.0,22,13.0,306,33.0,106,32.1,196,32.7,200,33.3,130,48.1,147,47.9,169,33.3,181,33.3,116,35.7,133,30.4,96,61.9,242,0.6,26
54,BYU,11,WCC,4,2-2,2,2,0.5,117.8,30,102.9,163,0.8247,54,54.5,49,52.7,238,17.6,155,12.1,317,27.5,237,25.9,71,43.3,79,41.4,222,47.7,155,50.0,209,45.0,22,39.7,255,34.6,155,27.9,60,73.0,7,0.21,57
55,Utah,5,P12,4,2-2,2,2,0.5,114.5,43,100.2,128,0.823,55,55.5,39,50.2,186,19.3,217,14.8,266,35.7,61,23.0,37,37.8,130,35.1,149,49.2,122,46.0,133,43.2,33,39.7,255,40.3,60,31.2,108,59.4,303,-0.34,102
59,Valparaiso,13,Horz,2,2-0,2,0,1.0,102.0,194,89.6,13,0.8166,59,42.9,285,37.5,1,14.1,40,16.7,201,30.8,163,32.4,203,40.8,102,28.8,79,42.9,254,40.5,21,28.6,256,20.0,4,35.7,133,28.8,72,58.2,318,0.5,34
63,Oklahoma State,9,B12,3,1-2,1,2,0.3333,120.4,23,106.2,209,0.809,63,53.1,63,48.1,125,16.5,115,16.0,229,26.0,258,38.2,294,30.2,235,50.3,299,47.0,176,44.3,86,42.4,37,38.6,235,37.1,100,27.7,55,61.0,268,-0.26,92
66,Oregon,8,P12,4,3-1,3,1,0.75,117.0,33,104.1,182,0.7917,66,50.7,117,53.3,247,16.4,111,18.3,135,24.0,280,35.1,250,33.5,183,32.2,116,50.4,95,54.1,276,34.2,170,34.6,153,35.3,143,35.7,194,67.0,84,1.4,10
68,Ohio State,10,B10,4,2-2,2,2,0.5,108.6,103,97.6,93,0.774,68,46.3,223,51.9,221,16.9,130,15.8,235,30.5,170,30.1,156,44.7,67,25.1,38,47.0,176,55.1,289,30.0,237,30.4,69,32.0,208,33.6,146,67.1,80,0.5,35
71,VCU,7,A10,6,5-1,5,1,0.8333,107.1,121,96.5,82,0.767,71,47.3,204,53.4,253,18.3,181,21.1,58,34.1,86,27.0,95,42.6,85,35.2,150,42.9,254,52.5,252,36.1,139,36.8,205,39.3,71,34.2,163,66.2,105,1.3,12
73,Georgia,10,SEC,3,2-1,2,1,0.6667,106.3,134,96.0,74,0.7625,73,47.8,188,44.5,52,19.5,223,15.7,238,31.4,146,28.4,116,52.9,21,32.3,117,43.7,248,42.2,47,40.0,62,32.3,101,25.4,298,37.8,234,59.1,306,0.36,43
81,Buffalo,12,MAC,3,3-0,3,0,1.0,109.7,94,100.0,122,0.7432,81,48.9,161,50.0,175,14.7,62,17.5,168,34.1,86,25.2,57,50.3,34,37.1,169,44.3,234,50.5,219,39.0,81,32.8,114,32.6,193,39.4,256,71.4,12,0.8,16
84,St. John's,9,BE,3,1-2,1,2,0.3333,107.8,108,98.5,106,0.738,84,44.8,256,50.5,193,18.7,193,15.7,238,29.1,198,38.6,304,30.5,226,37.2,171,39.3,301,49.2,197,35.8,148,35.4,175,38.5,85,35.5,188,67.8,67,-0.19,89
86,Baylor,3,B12,3,2-1,2,1,0.6667,113.9,47,104.4,190,0.7312,86,51.3,99,54.2,268,20.0,235,22.6,32,33.7,93,36.5,276,49.0,39,41.3,220,54.7,36,51.0,232,30.4,231,40.0,260,37.1,100,35.5,188,63.8,179,0.39,40
89,Northeastern,14,CAA,3,3-0,3,0,1.0,112.3,63,103.1,167,0.7277,89,62.7,4,50.9,201,21.2,262,16.4,212,24.6,272,25.3,58,35.2,156,19.2,7,52.6,61,45.6,115,55.3,3,41.5,280,33.1,182,31.7,115,61.9,242,0.5,33
96,New Mexico State,15,WAC,4,4-0,4,0,1.0,106.9,125,98.7,108,0.7154,96,52.9,65,42.1,19,23.6,303,22.3,35,41.1,17,32.6,206,49.2,37,30.0,94,50.3,102,40.8,28,40.9,52,30.4,69,23.5,311,27.6,49,62.4,224,0.25,53
98,Wofford,12,SC,3,3-0,3,0,1.0,111.3,70,103.0,164,0.7111,98,55.8,37,45.5,65,16.7,123,15.0,261,30.9,159,28.7,125,55.5,14,21.7,20,55.2,30,43.4,68,38.0,99,34.1,138,36.5,116,26.5,33,59.8,295,0.26,52
100,Manhattan,16,MAAC,4,3-1,3,1,0.75,98.8,229,91.6,32,0.7043,100,46.9,213,44.1,46,20.2,240,19.5,94,31.9,136,23.8,46,44.8,65,49.8,296,45.4,219,46.8,151,32.9,193,24.6,18,36.8,109,27.0,39,68.7,44,0.45,37
102,Dayton,11,A10,5,3-2,3,2,0.6,104.6,154,97.1,88,0.7024,102,48.6,171,50.8,199,17.7,161,24.1,13,21.9,300,31.6,184,41.3,95,29.3,82,50.9,84,44.4,89,29.1,252,41.6,282,32.6,193,35.7,194,61.7,250,-0.4,108
103,North Dakota State,15,Sum,3,3-0,3,0,1.0,91.8,290,85.3,5,0.6998,103,46.9,213,37.7,2,14.9,68,12.8,310,20.2,312,15.5,8,51.0,31,39.0,195,50.5,91,41.8,40,26.1,289,18.2,3,32.2,203,28.6,68,64.5,160,0.6,31
104,Coastal Carolina,16,BSth,3,3-0,3,0,1.0,103.3,171,96.1,75,0.6969,104,53.5,62,43.1,27,18.7,193,16.3,218,32.0,133,24.1,49,38.2,124,45.2,261,51.3,76,45.1,108,38.6,87,26.6,33,33.5,173,38.6,244,66.7,95,0.28,51
110,Lafayette,16,Pat,3,3-0,3,0,1.0,123.9,10,115.6,296,0.689,110,71.0,2,51.5,212,15.2,76,14.7,269,22.4,294,33.3,218,25.9,283,28.0,69,66.3,2,44.3,86,51.7,8,43.1,296,42.0,44,35.4,185,61.8,246,0.33,44
118,Robert Morris,16,NEC,4,4-0,4,0,1.0,106.6,129,100.1,126,0.6728,118,54.1,54,48.4,135,16.8,125,26.1,5,30.8,163,40.1,313,42.1,89,37.2,171,50.0,105,45.9,129,41.3,49,35.0,164,33.9,168,37.2,223,66.0,111,0.32,47
125,Ole Miss,11,SEC,3,1-2,1,2,0.3333,106.4,132,101.3,148,0.6374,125,45.1,253,54.4,272,15.6,85,18.4,126,34.7,75,26.2,79,37.8,130,43.8,243,44.2,236,42.3,48,31.3,217,47.2,325,33.2,178,42.6,292,70.8,19,-1.2,269
127,LSU,9,SEC,3,1-2,1,2,0.3333,109.1,96,104.0,180,0.6346,127,49.7,140,50.0,175,20.4,245,15.0,261,35.8,59,37.4,287,47.6,51,35.5,153,44.9,222,48.4,178,39.0,81,35.5,179,35.5,140,33.3,139,64.6,153,-0.9,238
132,UAB,14,CUSA,5,3-2,3,2,0.6,102.8,181,98.4,105,0.6226,132,49.1,150,47.7,113,19.1,210,16.9,190,33.7,93,25.7,66,29.1,250,20.9,16,46.6,185,48.1,170,36.6,121,31.2,83,29.8,245,33.0,135,62.0,237,-1.1,262
138,California-Irvine,13,BW,5,4-1,4,1,0.8,102.8,180,99.3,117,0.5987,138,47.0,211,42.4,23,13.5,33,13.5,298,28.3,217,30.9,171,46.6,54,31.2,108,46.4,191,40.6,23,32.2,200,31.4,86,32.7,191,28.9,77,61.8,246,0.14,63
143,Eastern Washington,13,BSky,5,5-0,5,0,1.0,112.6,59,109.2,241,0.587,143,57.0,30,54.3,270,16.0,97,17.1,183,32.8,114,25.9,71,32.1,209,39.6,205,55.2,30,50.8,223,39.7,65,41.4,279,43.0,42,31.1,105,69.4,34,0.6,27
146,North Florida,16,ASun,3,2-1,2,1,0.6667,100.2,213,98.0,98,0.5627,146,48.7,167,43.3,32,20.7,252,13.8,286,32.7,116,28.6,122,48.7,42,34.4,143,51.6,71,45.8,123,29.9,242,24.5,17,42.4,43,27.2,43,66.6,97,0.12,65
153,Hampton,16,MEAC,6,5-1,5,1,0.8333,101.4,202,99.5,118,0.5552,153,49.7,140,46.1,77,17.3,149,19.6,91,31.1,152,30.0,151,58.0,9,44.6,256,47.6,161,45.7,120,36.2,135,31.3,85,31.3,221,28.0,61,71.3,14,-0.6,146
157,Harvard,13,Ivy,3,2-1,2,1,0.6667,103.7,165,102.1,157,0.5458,157,45.8,235,46.9,93,16.2,103,20.8,64,35.1,71,34.4,238,31.4,213,36.1,159,47.3,169,43.3,63,28.3,263,36.2,192,29.5,248,32.6,129,58.1,319,-0.45,114
164,Albany,14,AE,3,3-0,3,0,1.0,102.4,189,101.4,150,0.5262,164,47.8,188,51.3,207,16.6,117,18.8,113,34.7,75,20.0,19,34.4,168,19.6,9,46.8,183,44.2,84,33.3,181,40.3,268,30.6,229,43.8,306,60.1,284,0.21,58
189,Texas Southern,15,SWAC,5,5-0,5,0,1.0,112.8,55,115.9,298,0.4246,189,57.4,26,48.8,147,15.4,82,15.4,249,34.6,77,25.8,69,55.6,13,33.3,130,55.2,30,47.6,163,43.1,34,34.5,147,23.5,311,29.3,83,68.2,52,0.16,61
