Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjOE,Rk_AdjOE,AdjDE,Rk_AdjDE,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
11,Tennessee,11,SEC,33,21-12,11-7,21,12,0.6364,11,7,0.6111,116.2,17,93.5,16,0.9241,11,49.3,182,45.8,37,17.1,83,16.9,256,39.4,5,27.4,15,41.7,131,32.8,35,49.4,135,44.1,34,32.6,245,33.7,129,30.8,228,27.3,22,63.1,323,0.41,55
12,Pittsburgh,9,ACC,34,25-9,11-7,25,9,0.7353,11,7,0.6111,117.1,14,94.4,22,0.9229,12,50.9,112,46.8,64,16.5,57,19.2,108,37.7,18,28.8,56,46.0,47,37.0,100,50.0,101,45.3,55,35.6,112,33.1,101,26.8,314,33.4,190,64.1,293,4.2,22
13,Ohio St.,6,B10,34,25-9,10-8,25,9,0.7353,10,8,0.5556,109.3,88,88.4,4,0.9197,13,50.3,133,45.2,25,17.1,83,22.0,15,30.0,224,30.0,109,42.8,102,29.7,9,51.0,67,45.7,69,32.6,245,29.4,6,33.2,168,31.7,132,65.3,242,4.5,20
14,Wichita St.,1,MVC,33,33-0,18-0,33,0,1.0,18,0,1.0,115.5,21,93.5,17,0.9189,14,52.0,66,44.8,20,16.2,48,18.5,157,35.4,41,25.9,5,47.3,42,35.6,77,52.0,41,43.7,25,34.7,154,31.3,33,36.5,82,35.4,261,65.2,245,8.2,5
15,Syracuse,3,ACC,32,27-5,14-4,27,5,0.8438,14,4,0.7778,115.3,22,93.5,15,0.9178,15,48.2,226,48.3,117,14.6,11,21.9,16,38.1,12,31.7,194,38.8,221,36.5,92,47.5,215,45.8,73,33.5,205,34.6,187,27.1,308,40.8,345,61.5,343,7.9,7
16,Michigan,2,B10,33,25-8,15-3,25,8,0.7576,15,3,0.8333,123.0,3,99.7,84,0.9176,16,55.5,8,49.6,166,14.8,14,17.3,239,28.9,259,28.9,59,35.9,290,27.6,3,53.1,21,50.4,241,39.4,10,32.1,63,40.0,34,32.1,142,63.0,325,7.7,8
17,Iowa,11,B10,33,20-13,9-9,20,13,0.6061,9,9,0.5,120.8,5,98.0,63,0.9171,17,51.1,105,47.4,87,15.9,33,18.8,137,37.6,19,29.0,67,45.3,55,35.4,70,50.6,84,47.3,123,35.0,137,31.7,51,27.5,300,37.3,311,70.9,20,1.2,47
18,Oklahoma St.,9,B12,33,21-12,8-10,21,12,0.6364,8,10,0.4444,116.4,16,94.5,24,0.9167,18,52.8,39,46.0,44,14.7,12,20.0,59,27.7,284,32.2,222,49.4,24,40.0,159,51.5,55,44.8,48,36.8,72,32.2,67,34.2,141,32.9,174,69.0,60,1.4,42
19,UCLA,4,P12,34,26-8,12-6,26,8,0.7647,12,6,0.6667,118.5,8,96.9,50,0.9094,19,54.4,18,50.1,187,14.9,17,20.5,42,30.2,217,28.3,39,39.0,210,36.4,90,52.8,26,48.8,178,39.1,18,34.6,187,27.5,300,41.8,348,70.4,25,4.6,18
20,Gonzaga,8,WCC,33,27-6,15-3,27,6,0.8182,15,3,0.8333,114.6,27,93.9,18,0.9084,20,55.4,9,44.4,13,16.9,74,17.8,211,30.7,197,29.5,86,40.6,162,38.3,128,54.0,12,42.8,11,38.7,26,31.8,53,32.7,173,31.6,122,66.1,198,4.0,24
21,Kentucky,8,SEC,34,24-10,12-6,24,10,0.7059,12,6,0.6667,115.9,20,95.7,35,0.9004,21,49.7,160,45.0,22,18.1,150,16.3,294,42.2,1,29.9,102,53.8,6,37.8,115,50.0,101,44.0,30,32.5,255,31.7,51,28.0,289,29.4,63,66.5,174,4.0,25
22,Iowa St.,3,B12,33,26-7,11-7,26,7,0.7879,11,7,0.6111,116.6,15,96.8,47,0.8945,22,53.8,28,47.1,72,14.4,9,16.2,300,28.1,274,28.3,39,37.2,258,31.1,19,54.6,9,45.4,58,35.1,131,33.6,126,38.1,57,33.8,209,71.9,11,7.5,9
23,Connecticut,7,Amer,34,26-8,12-6,26,8,0.7647,12,6,0.6667,111.6,54,92.8,11,0.894,23,51.4,86,43.9,8,17.6,115,19.5,86,31.2,180,33.4,269,38.6,229,35.5,74,48.0,196,41.4,4,38.7,26,32.9,92,33.8,152,31.6,122,65.1,248,4.8,17
24,VCU,5,A10,34,26-8,12-4,26,8,0.7647,12,4,0.75,107.8,117,89.8,6,0.8915,24,47.8,246,47.5,90,17.2,91,25.6,1,35.1,51,30.7,139,35.7,293,39.5,156,45.5,291,48.5,167,34.9,143,30.1,9,33.9,147,30.0,76,71.0,17,3.7,27
25,San Diego St.,4,MWC,31,27-4,16-2,27,4,0.871,16,2,0.8889,108.4,105,90.6,8,0.8873,25,46.8,281,44.4,13,15.3,23,21.1,30,36.1,31,29.5,86,44.9,59,31.8,26,45.4,294,43.6,23,33.9,185,30.8,27,25.2,335,31.0,104,64.4,279,6.1,13
26,Cincinnati,5,Amer,33,27-6,15-3,27,6,0.8182,15,3,0.8333,108.6,102,91.1,9,0.8834,26,47.9,243,44.6,18,17.4,106,22.5,12,39.1,8,32.3,228,39.1,206,35.3,65,46.9,241,43.0,16,33.5,205,31.9,57,31.2,212,32.4,157,63.5,311,5.4,16
27,North Carolina,6,ACC,32,23-9,13-5,23,9,0.7188,13,5,0.7222,111.7,52,93.9,19,0.8812,27,49.8,155,46.5,57,17.1,83,19.4,99,37.8,17,31.3,168,44.6,66,41.8,205,49.6,124,46.2,84,33.6,201,31.3,33,20.8,350,34.0,213,70.9,20,4.3,21
28,Oklahoma,5,B12,32,23-9,12-6,23,9,0.7188,12,6,0.6667,118.4,9,99.8,86,0.8773,28,52.0,66,49.5,161,15.8,30,17.7,217,32.3,139,30.6,134,40.0,179,38.4,132,49.3,140,48.6,174,37.8,47,34.0,147,36.8,77,35.1,253,71.8,12,4.1,23
30,New Mexico,7,MWC,33,27-6,15-3,27,6,0.8182,15,3,0.8333,113.8,34,97.1,51,0.8603,30,51.4,86,44.9,21,15.9,33,14.9,340,32.8,121,28.6,45,47.0,43,31.2,21,51.8,45,41.4,4,33.7,196,34.4,171,31.8,197,35.1,253,66.3,186,4.5,19
31,Harvard,12,Ivy,29,25-4,13-1,25,4,0.8621,13,1,0.9286,111.4,58,95.1,29,0.8598,31,52.3,52,46.1,48,17.6,115,21.4,23,32.6,130,28.9,59,47.7,38,36.5,92,49.9,107,44.8,48,38.9,23,32.6,79,28.2,287,30.7,95,65.5,225,2.4,35
32,Saint Louis,5,A10,31,25-6,13-3,25,6,0.8065,13,3,0.8125,105.4,162,90.0,7,0.8594,32,49.7,160,44.0,11,18.6,191,21.0,32,29.2,245,29.1,69,40.6,162,34.3,53,50.5,90,44.1,34,32.0,279,29.1,4,32.6,178,25.7,8,67.4,122,3.9,26
33,Baylor,6,B12,33,22-11,9-9,22,11,0.6667,9,9,0.5,118.1,11,101.1,108,0.857,33,51.4,86,48.6,122,18.2,159,15.9,308,41.1,3,32.9,249,43.7,84,32.7,34,48.2,191,45.6,63,38.4,36,36.7,280,34.5,128,32.3,148,62.8,328,3.1,31
34,Memphis,8,Amer,31,22-9,12-6,22,9,0.7097,12,6,0.6667,112.4,49,96.3,43,0.8554,34,52.0,66,48.1,112,18.8,208,20.6,39,36.1,31,33.2,264,39.9,182,33.7,48,52.7,27,48.8,178,33.5,205,31.0,29,27.2,306,29.4,63,69.7,41,2.8,32
35,Oregon,7,P12,32,23-9,10-8,23,9,0.7188,10,8,0.5556,117.3,13,100.6,97,0.8543,35,53.4,31,49.3,152,16.3,52,19.3,101,32.8,121,31.8,203,42.9,100,48.0,301,50.7,77,49.7,213,39.2,16,32.3,68,33.9,147,31.6,122,69.4,54,2.7,33
36,Texas,7,B12,33,23-10,11-7,23,10,0.697,11,7,0.6111,110.8,66,95.1,30,0.8529,36,47.4,261,46.0,44,17.7,127,16.6,277,39.4,5,30.0,109,43.8,81,40.5,175,46.9,241,42.9,13,32.4,263,34.2,159,26.4,325,35.9,277,68.9,66,3.7,29
39,Kansas St.,9,B12,32,20-12,10-8,20,12,0.625,10,8,0.5556,108.1,108,93.0,13,0.8503,39,49.0,195,45.4,30,18.5,183,18.8,137,35.0,55,33.0,254,40.8,160,45.5,277,48.4,179,46.0,80,33.4,213,29.4,6,32.3,186,31.2,113,64.9,258,0.6,52
40,Saint Joseph's,10,A10,33,24-9,11-5,24,9,0.7273,11,5,0.6875,112.9,44,97.8,58,0.8394,40,53.9,25,47.6,93,18.7,197,15.4,325,29.5,240,27.6,19,43.4,90,30.6,14,52.0,41,46.1,82,38.0,42,33.7,129,36.8,77,34.3,227,65.9,210,2.2,36
43,Stanford,10,P12,33,21-12,10-8,21,12,0.6364,10,8,0.5556,112.5,48,97.8,57,0.8344,43,51.9,70,48.3,117,16.8,69,17.0,252,29.5,240,28.0,32,44.6,66,37.0,100,50.3,95,45.8,73,37.1,62,35.5,237,29.3,260,33.7,206,67.3,129,1.2,48
45,Arizona St.,10,P12,32,21-11,10-8,21,11,0.6562,10,8,0.5556,109.9,80,95.5,33,0.8331,45,52.3,52,46.0,44,16.3,52,17.1,245,24.2,340,30.1,114,42.0,121,37.0,100,48.9,154,45.0,51,38.6,29,32.4,70,37.5,65,27.5,27,69.3,55,1.2,46
47,George Washington,9,A10,32,24-8,11-5,24,8,0.75,11,5,0.6875,110.1,77,96.2,42,0.8244,47,51.6,82,47.0,67,19.0,230,19.6,81,34.8,59,31.0,151,46.7,44,33.5,44,50.2,97,47.0,117,36.9,70,31.4,38,28.6,273,36.0,282,67.4,122,3.2,30
49,Massachusetts,6,A10,32,24-8,10-6,24,8,0.75,10,6,0.625,109.7,82,96.1,41,0.8209,49,50.6,120,46.4,56,18.8,208,18.8,137,34.3,74,31.6,187,40.0,179,36.7,96,50.1,100,46.2,84,34.7,154,31.3,33,26.4,325,27.0,17,71.7,15,3.7,28
50,BYU,10,WCC,33,22-11,13-5,22,11,0.6667,13,5,0.7222,114.2,32,100.4,92,0.8149,50,51.0,109,49.0,133,15.3,23,16.7,269,35.0,55,28.6,45,47.6,39,36.0,81,49.5,128,47.8,144,37.3,58,34.1,152,22.2,347,35.1,253,73.1,5,0.6,51
51,Providence,11,BE,34,22-12,10-8,22,12,0.6471,10,8,0.5556,113.2,41,99.5,79,0.8148,51,48.1,234,48.9,128,17.3,100,16.4,286,35.4,41,30.0,109,41.9,123,34.3,53,46.0,273,48.7,176,35.0,137,32.9,92,31.7,201,28.7,46,65.0,253,1.3,45
55,Nebraska,11,B10,31,19-12,11-7,19,12,0.6129,11,7,0.6111,108.6,101,96.0,40,0.8052,55,48.3,224,47.7,97,16.7,66,19.0,124,26.1,315,28.9,59,42.8,102,43.1,233,47.1,234,47.6,137,33.9,185,31.9,57,33.3,165,35.7,268,66.3,186,1.3,44
56,Xavier,12,BE,34,21-13,10-8,21,13,0.6176,10,8,0.5556,112.2,50,99.2,75,0.8045,56,51.7,75,49.4,156,18.7,197,16.9,256,34.1,79,28.7,54,41.6,134,39.5,156,51.5,55,47.4,128,34.8,152,35.2,223,27.0,311,35.7,268,66.0,205,1.5,39
58,Colorado,8,P12,34,23-11,10-8,23,11,0.6765,10,8,0.5556,108.0,111,95.7,36,0.8017,58,48.5,219,49.3,152,19.4,252,18.1,186,34.3,74,26.0,6,48.4,32,30.6,14,48.7,169,46.9,113,32.0,279,35.7,248,30.2,239,35.9,277,67.0,149,2.4,34
62,Dayton,11,A10,33,23-10,10-6,23,10,0.697,10,6,0.625,113.2,40,100.6,99,0.795,62,52.6,45,49.4,156,18.1,150,19.1,120,34.9,57,28.6,45,41.3,145,43.2,238,50.7,77,48.5,167,37.8,47,34.3,165,31.6,204,32.1,142,65.4,235,0.7,49
65,N.C. State,12,ACC,35,22-13,9-9,22,13,0.6286,9,9,0.5,113.4,38,101.2,112,0.7868,65,50.0,143,47.3,82,15.8,30,17.6,222,34.5,69,36.1,333,36.3,280,42.7,222,51.6,52,47.2,121,30.2,327,31.5,45,25.8,331,30.7,95,66.5,174,0.7,50
71,Stephen F. Austin,12,Slnd,31,29-2,18-0,29,2,0.9355,18,0,1.0,110.8,67,100.6,100,0.7512,71,52.4,49,50.2,195,16.8,69,24.4,3,38.5,10,29.3,80,40.1,177,52.5,331,52.3,34,49.5,204,35.2,126,34.8,200,35.8,90,25.9,11,63.8,301,1.8,37
74,New Mexico St.,13,WAC,34,25-9,12-4,25,9,0.7353,12,4,0.75,112.1,51,102.1,126,0.7452,74,53.5,30,44.4,13,18.8,208,16.1,302,37.9,16,33.2,264,54.8,3,33.7,48,53.2,20,42.8,11,36.2,87,33.1,101,26.8,314,23.0,2,67.1,144,-2.2,81
75,North Dakota St.,12,Sum,28,22-6,12-2,22,6,0.7857,12,2,0.8571,114.8,26,104.9,178,0.7389,75,55.0,12,50.1,187,15.5,26,17.4,233,31.4,175,27.4,15,41.7,131,40.5,175,56.0,4,46.8,107,34.9,143,37.5,308,27.1,308,34.7,237,64.5,275,0.32,58
77,Manhattan,13,MAAC,32,25-7,15-5,25,7,0.7812,15,5,0.75,106.4,140,97.4,54,0.7337,77,50.8,118,45.6,34,19.7,266,21.8,18,34.8,59,33.1,259,55.9,2,52.5,331,48.9,154,44.2,39,36.7,75,32.7,87,31.3,211,27.9,32,69.7,41,-0.38,64
78,Tulsa,13,CUSA,33,21-12,13-3,21,12,0.6364,13,3,0.8125,106.1,147,97.3,53,0.7309,78,49.3,182,46.3,55,16.5,57,20.4,46,30.1,220,29.4,83,47.8,36,48.3,303,49.6,124,42.9,13,32.5,255,35.3,226,31.7,201,34.2,224,68.5,79,-3.5,96
94,Mercer,14,ASun,31,23-8,14-4,23,8,0.7419,14,4,0.7778,108.4,104,101.0,107,0.6943,94,53.9,25,46.5,57,17.8,129,19.2,108,32.6,130,30.1,114,37.3,256,41.6,201,51.3,61,46.8,107,38.8,25,30.6,21,37.2,69,36.3,290,65.4,235,-2.6,88
98,North Carolina Central,14,MEAC,31,26-5,16-1,26,5,0.8387,16,1,0.9412,106.2,142,99.3,76,0.684,98,50.2,136,43.4,4,17.4,106,24.0,5,35.4,41,32.8,248,50.8,19,45.3,274,50.8,73,42.2,10,32.6,245,30.3,13,29.4,257,36.1,285,64.3,287,-0.5,65
112,Louisiana,14,SB,31,20-11,11-7,20,11,0.6452,11,7,0.6111,110.9,64,104.9,176,0.6553,112,51.9,70,50.1,187,19.1,236,18.7,146,36.7,27,32.1,218,44.9,59,44.1,260,49.9,107,50.3,237,37.4,55,33.0,96,32.3,186,30.1,78,70.2,31,-3.7,99
117,American,15,Pat,32,20-12,13-5,20,12,0.625,13,5,0.7222,103.5,196,98.5,68,0.6373,117,56.3,6,45.9,40,22.9,343,19.9,64,27.0,300,29.9,102,34.9,302,41.2,187,55.7,7,45.4,58,38.2,38,31.3,33,35.6,96,30.7,95,61.4,344,-5.3,130
120,Delaware,13,CAA,34,25-9,14-2,25,9,0.7353,14,2,0.875,110.9,65,105.9,197,0.6281,120,50.6,120,49.1,139,13.5,4,16.7,269,29.5,240,32.7,242,43.2,96,37.8,115,49.9,107,49.5,204,34.5,162,32.1,63,34.4,132,31.6,122,72.4,8,-1.2,68
133,Eastern Kentucky,15,OVC,31,22-9,11-5,22,9,0.7097,11,5,0.6875,111.0,61,107.7,232,0.5855,133,57.0,4,55.5,341,16.0,40,24.2,4,23.0,346,33.4,269,43.7,84,55.3,343,56.2,2,56.1,346,38.6,29,36.3,267,43.9,10,36.2,287,66.1,198,-3.2,94
136,Western Michigan,14,MAC,31,22-9,14-4,22,9,0.7097,14,4,0.7778,105.0,173,102.1,127,0.5803,136,52.4,49,47.3,82,20.9,316,18.5,157,31.4,175,31.6,187,51.7,15,34.9,60,54.1,10,47.6,137,33.0,225,31.2,31,35.0,113,38.6,323,67.0,149,-2.8,90
168,Milwaukee,15,Horz,33,20-13,7-9,20,13,0.6061,7,9,0.4375,104.5,183,104.5,165,0.5007,168,49.6,165,49.2,145,20.0,277,18.5,157,28.6,264,31.1,155,45.5,53,36.9,99,49.8,113,50.0,223,33.0,225,31.6,48,40.7,29,32.4,157,67.8,107,-5.9,141
178,Cal Poly,16,BW,31,12-19,6-10,12,19,0.3871,6,10,0.375,103.6,195,104.3,164,0.4803,178,46.8,281,49.2,145,14.8,14,18.0,197,31.0,189,33.2,264,33.3,328,42.9,225,44.7,317,48.5,167,33.7,196,33.9,143,34.9,119,30.8,100,60.3,347,-10.6,241
184,Weber St.,16,BSky,28,17-11,14-6,17,11,0.6071,14,6,0.7,105.2,167,106.6,215,0.4618,184,54.8,13,47.4,87,19.1,236,13.6,347,28.0,279,28.7,54,50.0,22,35.1,63,52.2,37,46.7,104,39.4,10,33.1,101,37.3,68,22.4,1,64.4,279,-6.8,154
186,Albany,16,AE,33,19-14,9-7,19,14,0.5758,9,7,0.5625,102.3,216,103.9,157,0.4559,186,49.0,195,48.2,116,19.9,275,18.3,170,32.2,146,28.6,45,42.4,105,28.8,5,47.2,228,45.6,63,36.1,89,35.1,215,26.2,328,36.9,306,63.1,323,-8.5,186
202,Wofford,15,SC,29,17-12,11-5,17,12,0.5862,11,5,0.6875,100.1,253,103.2,147,0.4133,202,49.2,188,49.3,152,16.4,54,19.7,75,31.2,180,29.1,69,33.9,316,40.0,159,47.3,220,49.6,207,35.9,98,32.5,75,29.5,253,28.0,34,62.2,338,-6.4,151
214,Mount St. Mary's,16,NEC,33,16-17,9-7,16,17,0.4848,9,7,0.5625,107.3,125,111.7,302,0.385,214,51.5,84,53.5,319,16.7,66,18.8,137,27.8,283,33.0,254,36.7,272,34.5,56,50.2,97,54.6,341,35.5,119,33.4,117,43.4,15,23.9,3,69.9,38,-9.4,207
230,Coastal Carolina,16,BSth,30,18-12,11-5,18,12,0.6,11,5,0.6875,97.3,292,102.5,135,0.3547,230,47.9,243,47.2,78,20.4,299,18.5,157,34.8,59,29.9,102,38.9,215,39.1,148,47.9,204,46.5,95,32.0,279,32.1,63,31.1,214,42.4,349,67.6,112,-7.5,167
240,Texas Southern,16,SWAC,33,18-15,12-6,18,15,0.5455,12,6,0.6667,106.7,133,113.4,326,0.3312,240,51.7,75,50.2,195,19.3,248,15.8,316,33.6,95,31.2,160,49.3,25,29.8,10,50.7,77,48.9,182,35.8,103,35.6,244,32.3,186,29.6,68,67.6,112,-9.6,214
