Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjOE,Rk_AdjOE,AdjDE,Rk_AdjDE,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
15,VCU,5,A10,34,26-8,12-4,26,8,0.7647,12,4,0.75,113.4,16,92.0,33,0.9172,15,51.3,68,50.0,231,17.1,26,28.6,1,37.0,29,34.7,292,30.6,299,41.0,279,50.4,53,49.7,255,35.2,104,33.6,158,36.2,80,33.0,170,68.3,69,2.7,27
16,Miami FL,2,ACC,33,27-6,15-3,27,6,0.8182,15,3,0.8333,110.9,27,90.0,19,0.9168,16,52.3,43,45.6,54,16.9,21,18.4,263,30.8,203,27.9,41,35.2,198,28.8,31,51.5,38,43.8,47,35.8,78,32.6,101,34.9,121,34.9,237,63.2,282,6.4,10
17,Minnesota,11,B10,32,20-12,8-10,20,12,0.625,8,10,0.4444,112.7,20,92.0,34,0.9122,17,49.1,142,45.4,48,21.7,266,20.1,166,44.1,1,32.9,214,41.9,35,35.3,157,49.1,100,42.6,24,32.6,229,33.9,168,29.6,267,34.3,214,64.0,264,2.1,33
18,Arizona,6,P12,32,25-7,12-6,25,7,0.7812,12,6,0.6667,113.0,18,92.4,37,0.9097,18,51.9,51,47.0,107,19.5,141,20.5,142,35.4,56,27.2,26,37.4,129,32.1,78,50.3,56,44.0,51,36.3,67,36.0,272,37.9,55,30.4,81,67.0,123,4.6,16
19,Oklahoma St.,5,B12,32,24-8,13-5,24,8,0.75,13,5,0.7222,107.9,58,88.4,8,0.9075,19,48.9,146,44.5,30,18.1,68,21.5,83,31.8,160,30.7,119,40.8,51,35.1,152,49.6,84,42.5,20,31.6,267,32.2,83,31.2,225,34.2,208,67.3,113,3.2,24
20,Saint Louis,4,A10,33,27-6,13-3,27,6,0.8182,13,3,0.8125,107.9,57,88.6,9,0.9061,20,50.7,83,45.6,54,17.6,42,23.4,22,28.1,288,28.3,49,44.7,17,35.6,164,50.0,68,44.3,60,34.7,126,32.8,111,34.3,139,26.8,21,64.7,235,3.9,20
21,Marquette,3,BE,31,23-8,14-4,23,8,0.7419,14,4,0.7778,113.3,17,94.1,57,0.8943,21,50.7,83,46.2,74,21.0,238,19.9,178,37.8,20,33.2,235,41.4,40,31.5,71,52.8,16,45.3,84,30.1,317,31.8,70,26.9,304,35.5,261,64.9,222,4.5,18
22,Kansas St.,4,B12,33,26-7,14-4,26,7,0.7879,14,4,0.7778,112.1,23,93.7,50,0.8865,22,49.2,134,47.4,121,18.2,72,22.4,45,38.5,13,34.0,261,31.8,275,36.9,197,46.8,204,46.5,129,35.9,76,33.1,124,33.2,164,28.9,44,63.2,282,5.4,12
23,Saint Mary's,11,WCC,33,27-6,14-2,27,6,0.8182,14,2,0.875,115.3,10,96.5,94,0.8863,23,54.3,16,47.2,114,18.3,77,17.8,286,36.9,31,24.8,4,37.4,129,36.9,197,52.9,14,44.0,51,37.7,31,36.8,297,37.9,55,28.7,40,65.0,216,2.7,28
24,Cincinnati,10,BE,33,22-11,9-9,22,11,0.6667,9,9,0.5,105.1,104,88.1,6,0.883,24,46.2,272,43.1,9,19.5,141,20.1,166,38.8,10,29.9,90,36.2,165,32.1,78,45.3,262,42.2,12,31.7,263,30.0,20,37.3,59,30.2,77,65.5,195,1.7,36
25,San Diego St.,7,MWC,30,20-10,9-7,20,10,0.6667,9,7,0.5625,105.5,95,88.7,10,0.8802,25,48.5,172,44.1,23,17.9,55,18.3,269,31.5,178,28.0,44,36.0,172,29.7,45,48.4,133,42.4,18,32.4,239,31.9,73,32.4,185,32.3,143,67.0,123,0.49,47
27,Notre Dame,7,BE,34,25-9,11-7,25,9,0.7353,11,7,0.6111,114.5,11,96.3,91,0.8795,27,52.3,43,46.5,82,17.4,37,16.2,325,34.1,91,29.8,82,32.2,268,24.7,4,50.5,50,45.7,97,37.3,39,32.2,83,31.9,202,29.0,46,61.6,320,3.8,21
28,Missouri,9,SEC,33,23-10,11-7,23,10,0.697,11,7,0.6111,112.9,19,95.2,70,0.8777,28,51.3,68,45.9,65,19.3,133,17.5,293,39.5,7,28.3,49,35.1,201,28.8,31,51.4,40,44.0,51,34.0,159,32.9,115,31.3,220,35.1,242,67.6,98,1.3,41
29,UNLV,5,MWC,33,24-9,10-6,24,9,0.7273,10,6,0.625,105.6,94,89.0,11,0.8771,29,49.3,129,44.0,18,20.3,193,18.6,247,33.5,108,27.2,26,36.5,156,29.7,45,49.4,89,42.6,24,32.7,223,31.3,54,34.7,129,32.1,134,69.3,42,1.8,35
30,Colorado St.,8,MWC,31,23-8,11-5,23,8,0.7419,11,5,0.6875,115.5,8,97.4,112,0.876,30,48.9,146,48.2,152,16.7,17,16.9,314,41.8,2,23.3,1,43.3,24,36.6,187,48.4,133,46.6,138,33.4,188,33.9,168,27.3,299,37.6,312,64.8,228,2.0,34
31,North Carolina,8,ACC,33,23-10,12-6,23,10,0.697,12,6,0.6667,110.7,32,93.5,44,0.875,31,49.5,120,48.0,146,17.1,26,21.2,101,35.1,63,30.9,131,28.0,335,26.7,16,46.9,198,45.9,110,37.0,49,34.9,226,30.7,241,32.6,154,71.4,8,2.6,29
33,Memphis,6,CUSA,34,30-4,16-0,30,4,0.8824,16,0,1.0,107.3,68,90.8,25,0.8719,33,53.2,29,45.6,54,20.8,224,22.0,61,36.2,41,30.6,113,37.9,111,35.0,149,51.8,33,43.5,40,37.9,26,33.5,151,28.3,291,30.5,83,69.5,37,4.7,15
34,N.C. State,8,ACC,34,24-10,11-7,24,10,0.7059,11,7,0.6111,115.6,7,98.1,126,0.8674,34,54.1,17,46.6,86,17.9,55,16.9,314,34.9,68,33.0,221,41.2,46,28.1,25,52.5,20,47.4,168,39.3,11,29.9,18,23.7,335,32.2,139,68.2,74,2.2,32
35,Wichita St.,9,MVC,34,26-8,12-6,26,8,0.7647,12,6,0.6667,107.8,60,91.6,32,0.8668,35,50.2,99,46.0,69,19.8,156,20.4,147,38.0,18,25.3,6,35.8,176,37.4,207,50.1,66,44.0,51,33.7,172,33.0,119,35.2,110,36.2,291,64.8,228,2.3,31
36,New Mexico,3,MWC,34,29-5,13-3,29,5,0.8529,13,3,0.8125,106.4,77,90.6,23,0.8637,36,48.7,157,45.5,51,17.6,42,19.5,200,28.9,265,27.8,37,45.8,8,25.2,7,46.2,228,41.7,7,35.4,92,34.3,198,35.0,116,39.1,328,65.5,195,7.0,7
37,Iowa St.,10,B12,33,22-11,11-7,22,11,0.6667,11,7,0.6111,115.5,9,98.5,134,0.8617,37,53.6,22,47.8,136,18.6,97,18.5,255,34.6,76,28.9,63,33.1,251,32.4,84,52.1,32,48.6,210,37.0,49,30.7,38,43.9,7,33.2,181,69.6,34,0.7,44
38,Illinois,7,B10,32,20-12,8-10,20,12,0.625,8,10,0.4444,110.1,34,94.0,56,0.8607,38,47.9,205,49.0,188,17.6,42,21.9,68,33.4,113,33.2,235,31.2,290,36.6,187,47.6,173,47.8,185,32.1,253,34.2,187,40.9,28,35.4,257,66.4,148,2.4,30
39,Butler,6,A10,33,25-8,11-6,25,8,0.7576,11,6,0.6471,109.4,42,93.7,48,0.8562,39,51.0,75,46.9,98,20.5,203,17.3,302,36.2,41,26.0,10,38.1,105,36.5,183,50.7,48,45.6,93,34.3,143,33.1,124,35.7,96,30.8,91,64.4,245,4.8,14
40,UCLA,6,P12,34,25-9,13-5,25,9,0.7353,13,5,0.7222,110.9,28,95.0,68,0.8553,40,49.5,120,47.1,110,15.7,6,20.0,173,30.2,227,34.0,261,32.9,254,24.4,3,49.1,100,46.9,147,33.9,165,31.9,73,23.8,334,30.9,95,69.5,37,3.3,23
41,Oregon,12,P12,34,26-8,12-6,26,8,0.7647,12,6,0.6667,103.8,117,89.2,13,0.8508,41,49.1,142,46.3,78,21.3,251,22.3,51,36.1,44,27.8,37,39.0,88,32.7,90,49.4,89,44.2,58,32.3,242,34.3,198,27.4,298,29.6,64,69.2,48,2.9,26
42,Colorado,10,P12,32,21-11,10-8,21,11,0.6562,10,8,0.5556,105.8,88,91.0,27,0.8485,42,48.6,163,46.1,72,19.9,167,19.4,206,33.9,97,30.5,108,41.4,40,24.7,4,47.2,187,44.9,76,34.7,126,32.3,88,28.7,283,35.9,278,65.6,192,1.4,40
45,Middle Tennessee,11,SB,34,28-6,19-1,28,6,0.8235,19,1,0.95,105.1,106,90.7,24,0.8434,45,51.1,72,44.4,26,20.7,216,23.6,19,36.5,37,29.0,65,41.4,40,42.8,305,49.2,93,43.9,50,37.7,31,30.3,26,26.2,315,31.7,122,64.9,222,1.0,43
46,La Salle,13,A10,31,22-9,11-5,22,9,0.7097,11,5,0.6875,110.8,31,95.7,85,0.8423,46,52.1,49,49.4,201,17.3,33,21.8,74,29.3,248,33.0,221,31.3,286,28.8,31,49.7,81,50.7,277,37.6,34,30.3,26,35.9,86,24.7,6,66.4,148,0.47,48
48,Villanova,9,BE,32,19-13,10-8,19,13,0.5938,10,8,0.5556,105.0,107,91.2,28,0.8359,48,47.3,233,46.9,98,22.9,311,21.9,68,32.8,129,29.7,78,51.3,1,40.5,274,45.6,252,42.3,15,33.7,172,36.8,297,35.3,106,35.7,269,67.8,91,0.3,51
49,Oklahoma,10,B12,31,20-11,11-7,20,11,0.6452,11,7,0.6111,109.5,41,95.1,69,0.8347,49,47.9,205,47.4,121,17.6,42,19.7,187,33.6,105,31.4,150,36.1,167,31.5,71,47.5,176,46.5,129,32.6,229,32.7,106,26.4,312,34.5,226,66.9,130,0.38,49
51,Belmont,11,OVC,30,24-6,14-2,24,6,0.8,14,2,0.875,108.9,46,94.9,64,0.8298,51,56.8,2,47.4,121,19.8,156,25.0,9,30.4,217,33.9,257,32.4,265,36.9,197,57.1,1,46.2,121,37.6,34,32.9,115,39.5,41,36.9,305,67.4,109,0.35,50
53,Mississippi,12,SEC,34,26-8,12-6,26,8,0.7647,12,6,0.6667,109.7,37,95.9,87,0.8251,53,49.3,129,46.6,86,15.8,8,21.7,78,33.8,101,31.9,166,39.3,85,31.3,68,49.3,92,46.4,126,33.0,214,31.3,54,33.2,164,35.8,273,71.1,13,1.7,37
55,Boise St.,13,MWC,30,19-11,9-7,19,11,0.6333,9,7,0.5625,111.7,24,97.9,121,0.8204,55,51.8,53,51.4,277,18.4,80,20.0,173,30.3,220,24.4,3,33.7,234,42.2,297,48.4,133,51.0,286,38.7,14,34.8,219,35.1,112,37.3,310,66.2,162,-0.11,53
57,Bucknell,11,Pat,32,27-5,12-2,27,5,0.8438,12,2,0.8571,105.6,93,93.2,43,0.8088,57,49.9,109,42.6,4,15.1,2,14.3,346,29.6,239,24.2,2,36.6,153,28.7,30,48.6,124,41.0,3,36.0,73,30.9,41,24.3,328,30.8,91,63.3,279,1.2,42
59,Temple,9,A10,32,23-9,11-5,23,9,0.7188,11,5,0.6875,110.0,36,97.5,116,0.7998,59,49.2,134,48.7,171,16.2,9,20.2,156,31.2,189,31.9,166,35.5,186,33.9,123,48.7,116,46.8,144,33.4,188,35.5,249,37.2,60,29.6,64,67.1,119,1.6,38
60,California,12,P12,31,20-11,12-6,20,11,0.6452,12,6,0.6667,105.6,91,93.7,49,0.7986,60,48.2,191,44.5,30,18.8,105,16.6,320,32.8,129,30.6,113,31.3,286,30.7,59,48.9,104,42.0,8,30.4,311,33.6,158,23.4,338,29.4,57,66.4,148,0.5,46
63,Akron,12,MAC,31,25-6,14-2,25,6,0.8065,14,2,0.875,105.4,99,93.8,52,0.7919,63,51.4,63,44.0,18,20.4,200,20.5,142,37.8,20,30.2,98,36.8,147,35.5,160,52.2,25,42.2,12,33.2,201,32.2,83,36.7,66,29.6,64,66.6,141,0.6,45
68,Davidson,14,SC,32,25-7,17-1,25,7,0.7812,17,1,0.9444,110.8,30,99.5,148,0.7768,68,53.3,28,45.5,51,17.0,24,18.9,230,29.2,251,27.9,41,38.7,95,36.5,183,52.2,25,44.5,65,36.6,56,32.3,88,38.5,50,26.2,16,65.4,200,-1.2,62
78,Valparaiso,14,Horz,32,25-7,13-3,25,7,0.7812,13,3,0.8125,107.8,59,97.7,119,0.7562,78,56.1,4,46.0,69,22.0,282,19.2,213,31.6,174,27.3,29,42.3,31,37.4,207,56.1,4,44.5,65,37.5,36,33.6,158,39.8,34,26.2,16,65.8,185,-0.6,57
89,Iona,15,MAAC,33,20-13,11-7,20,13,0.6061,11,7,0.6111,113.8,13,105.0,255,0.7158,89,52.5,41,51.5,282,16.9,21,19.5,200,32.8,129,33.4,245,32.7,258,32.1,78,50.5,50,49.1,231,37.3,39,37.3,311,36.4,74,35.3,253,71.0,15,-5.7,128
92,New Mexico St.,13,WAC,33,23-10,14-4,23,10,0.697,14,4,0.7778,103.3,128,95.4,76,0.7124,92,50.0,106,45.3,43,21.8,273,18.7,243,36.4,40,29.8,82,47.9,3,30.8,63,50.3,56,43.0,32,32.6,229,33.8,162,23.7,335,29.8,70,65.2,210,-2.9,80
109,Harvard,14,Ivy,27,18-9,11-3,18,9,0.6667,11,3,0.7857,106.0,83,100.1,160,0.6576,109,55.0,11,49.0,188,21.1,243,21.1,105,26.1,322,31.5,154,50.4,2,30.7,59,52.4,22,49.0,227,40.1,7,32.7,106,33.8,153,28.5,38,64.9,222,-2.5,77
113,South Dakota St.,13,Sum,31,22-9,13-3,22,9,0.7097,13,3,0.8125,110.0,35,104.2,245,0.6498,113,53.5,26,50.9,260,16.3,10,17.1,310,29.0,260,26.0,10,33.5,239,24.7,4,50.2,61,49.6,250,39.4,9,35.5,249,36.3,78,35.1,242,64.1,257,-3.0,85
119,Pacific,15,BW,32,20-12,13-5,20,12,0.625,13,5,0.7222,105.7,90,101.0,174,0.629,119,50.8,79,49.7,214,17.7,47,20.1,166,29.4,243,30.6,113,38.2,103,39.2,252,47.1,190,48.3,202,39.1,13,34.7,218,31.8,204,38.2,318,63.3,279,-5.0,113
121,Florida Gulf Coast,15,ASun,32,22-10,13-5,22,10,0.6875,13,5,0.7222,101.9,146,97.4,109,0.6288,121,51.4,63,47.1,110,20.9,232,22.4,45,33.2,120,32.7,205,34.5,214,32.9,95,52.3,23,47.0,154,33.1,209,31.5,62,34.8,125,38.0,314,68.9,52,-3.9,99
134,Northwestern St.,14,Slnd,27,19-8,15-3,19,8,0.7037,15,3,0.8333,105.0,108,102.0,196,0.5841,134,49.3,129,47.6,131,19.0,121,22.0,61,35.3,58,37.0,332,40.8,51,40.6,275,50.2,61,46.5,129,31.4,275,34.0,175,29.7,266,25.4,9,73.2,1,-3.0,83
150,Albany,15,AE,34,24-10,9-7,24,10,0.7059,9,7,0.5625,101.1,162,99.6,152,0.5422,150,49.8,111,47.9,142,21.2,247,19.9,178,31.7,166,28.3,49,40.3,63,27.4,19,47.4,179,47.1,160,36.4,60,33.1,124,33.0,172,34.9,237,63.3,279,-4.3,106
153,Montana,13,BSky,29,23-6,19-1,23,6,0.7931,19,1,0.95,103.2,131,101.9,194,0.538,153,54.0,18,48.3,158,18.9,113,18.5,255,25.1,332,30.6,113,41.3,44,35.1,152,52.5,20,47.8,185,37.8,29,33.1,124,35.5,103,30.5,83,63.8,271,-1.2,61
175,Western Kentucky,16,SB,34,19-15,10-10,19,15,0.5588,10,10,0.5,99.5,197,100.6,167,0.4685,175,49.1,142,47.9,142,22.4,299,20.7,133,34.8,71,31.1,136,37.9,111,37.0,201,48.7,116,47.4,168,33.2,201,32.8,111,36.4,74,31.7,122,66.0,176,-8.1,185
177,James Madison,16,CAA,35,21-14,11-7,21,14,0.6,11,7,0.6111,98.2,214,99.5,149,0.4649,177,47.6,221,48.3,158,17.3,33,21.3,93,29.5,241,30.8,125,37.8,115,39.3,255,46.3,226,46.5,129,33.4,188,34.6,213,32.4,185,33.9,199,64.3,251,-8.6,190
180,Southern,16,SWAC,29,20-9,15-3,20,9,0.6897,15,3,0.8333,96.1,259,97.5,117,0.4592,180,49.1,142,41.6,2,16.8,19,20.3,155,26.7,312,31.1,136,40.3,63,35.2,155,46.2,228,40.4,2,36.4,60,29.6,12,34.4,137,30.1,74,65.1,212,-5.5,123
206,LIU,16,NEC,34,20-14,12-6,20,14,0.5882,12,6,0.6667,108.1,54,111.7,332,0.4069,206,54.4,12,52.6,311,20.3,193,18.4,263,35.2,61,33.5,248,45.6,10,31.6,74,53.1,13,51.1,287,38.0,24,37.2,309,33.9,152,30.9,95,69.3,42,-8.4,188
226,North Carolina A&T,16,MEAC,35,19-16,8-8,19,16,0.5429,8,8,0.5,91.4,310,96.5,93,0.3514,226,45.6,293,44.7,32,22.2,289,23.4,22,30.0,235,33.0,221,43.0,26,41.1,280,45.5,257,42.5,20,30.6,305,32.2,83,36.9,64,38.3,320,66.9,130,-11.3,219
268,Liberty,16,BSth,33,12-21,6-10,12,21,0.3636,6,10,0.375,98.8,209,108.9,312,0.2464,268,48.5,172,47.8,136,19.8,156,15.1,342,29.0,260,32.6,197,38.4,100,38.5,240,44.9,276,48.6,210,37.0,49,30.9,41,34.6,134,33.1,174,65.7,189,-15.3,301
