Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjOE,Rk_AdjOE,AdjDE,Rk_AdjDE,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
29,Missouri,8,SEC,31,19-12,10-8,19,12,0.6129,10,8,0.5556,113.0,44,96.3,43,0.8632,29,54.5,40,46.6,13,20.7,306,16.0,308,30.8,105,28.3,150,38.2,54,29.4,74,50.8,147,45.6,25,39.2,26,32.3,30,45.5,29,36.4,133,66.8,294,0.45,48
30,Arizona,4,P12,34,27-7,14-4,27,7,0.7941,14,4,0.7778,117.4,15,100.1,92,0.8623,30,56.6,15,49.3,88,17.6,118,16.7,274,33.2,45,25.0,39,37.6,65,31.8,137,56.6,11,47.4,74,37.7,50,35.2,183,32.2,299,35.2,91,68.5,215,3.8,19
31,Kansas State,9,B12,33,22-11,10-8,22,11,0.6667,10,8,0.5556,112.3,49,95.8,35,0.8614,31,53.5,73,49.5,100,17.2,85,21.4,26,26.1,258,32.2,311,33.6,165,36.6,246,54.6,36,49.3,151,34.4,199,33.2,73,36.8,176,39.7,254,66.5,313,2.5,23
32,Texas,10,B12,33,19-14,8-10,19,14,0.5758,8,10,0.4444,108.6,91,92.7,6,0.8613,32,49.8,208,47.9,42,17.1,80,18.3,179,29.4,146,29.5,213,33.2,176,26.1,25,51.4,114,47.1,62,31.5,326,33.0,59,38.2,146,34.9,86,66.7,305,1.3,37
35,Oklahoma,10,B12,31,18-13,8-10,18,13,0.5806,8,10,0.4444,115.9,24,99.3,82,0.8552,35,53.8,63,51.2,192,17.3,94,17.1,253,27.9,202,30.0,237,33.1,182,25.6,19,53.4,52,49.5,157,36.3,103,36.1,237,40.9,86,37.2,167,77.0,3,1.1,41
36,Arkansas,7,SEC,34,23-11,10-8,23,11,0.6765,10,8,0.5556,117.0,17,100.3,95,0.8546,36,54.2,50,50.2,144,15.3,17,19.4,106,29.4,146,31.6,295,37.3,70,41.4,319,51.4,114,48.0,88,40.0,11,35.5,203,32.1,300,41.5,298,71.1,82,2.8,21
38,Florida State,9,ACC,31,20-11,9-9,20,11,0.6452,9,9,0.5,114.5,32,98.4,66,0.8517,38,53.9,59,48.9,68,17.6,118,19.1,124,33.2,45,30.1,242,36.1,100,30.7,109,54.6,36,45.5,24,35.1,158,36.4,254,36.9,175,37.6,189,73.0,27,1.0,43
39,Nevada,7,MWC,34,27-7,15-3,27,7,0.7941,15,3,0.8333,118.0,14,101.5,117,0.8501,39,54.9,27,49.2,80,13.9,2,18.2,187,27.4,215,29.1,200,37.1,73,30.7,109,51.6,106,50.7,206,39.8,18,31.2,12,40.4,94,39.5,248,70.9,92,2.5,25
40,Virginia Tech,8,ACC,32,21-11,10-8,21,11,0.6562,10,8,0.5556,114.4,33,98.4,69,0.8496,40,57.5,12,49.9,122,16.9,68,18.4,171,23.5,312,29.1,200,36.5,87,28.7,60,57.3,8,48.6,120,38.5,36,34.5,139,40.1,102,43.0,318,70.3,112,1.3,39
45,San Diego State,11,MWC,31,21-10,11-7,21,10,0.6774,11,7,0.6111,110.6,67,95.7,32,0.8399,45,52.0,125,48.8,63,17.0,75,19.3,112,31.8,74,25.3,43,34.3,148,29.2,68,52.3,75,48.3,101,34.3,208,33.1,66,36.1,200,40.4,273,70.0,136,-1.6,71
47,Arizona State,11,P12,32,20-12,8-10,20,12,0.625,8,10,0.4444,116.9,19,101.9,131,0.8287,47,53.8,63,50.6,159,14.7,11,20.4,56,28.0,196,30.6,258,41.3,19,32.7,162,53.2,56,50.2,188,36.4,98,34.2,126,41.3,81,39.9,260,72.7,37,-1.2,66
48,Syracuse,11,ACC,34,21-13,8-10,21,13,0.6176,8,10,0.4444,106.1,131,92.8,8,0.8237,48,47.2,320,46.9,18,19.1,222,19.6,98,34.8,13,29.1,200,40.4,29,31.0,119,46.7,294,44.9,14,32.2,306,32.9,54,33.7,271,44.2,337,64.3,343,-0.42,56
50,Rhode Island,7,A10,32,25-7,15-3,25,7,0.7812,15,3,0.8333,110.2,72,96.5,47,0.8217,50,51.5,149,50.1,133,15.5,20,22.9,5,31.0,96,27.5,114,30.5,259,40.7,308,51.1,132,50.3,191,35.0,165,33.1,66,31.9,307,30.4,10,69.9,144,1.6,34
52,Davidson,12,A10,32,21-11,13-5,21,11,0.6562,13,5,0.7222,116.7,20,102.5,138,0.8153,52,57.7,10,51.2,192,14.5,7,16.2,300,22.7,320,23.4,18,24.5,344,28.6,58,56.8,9,50.0,176,39.1,28,35.2,183,48.2,6,42.5,310,65.4,335,-2.8,82
54,North Carolina State,9,ACC,32,21-11,11-7,21,11,0.6562,11,7,0.6111,114.8,29,101.1,109,0.8116,54,53.3,77,51.5,209,16.9,68,20.7,46,33.6,38,31.9,302,33.9,158,32.6,158,52.1,83,53.5,296,37.2,71,31.6,15,34.0,263,32.1,25,72.8,32,0.9,44
56,New Mexico State,12,WAC,30,25-5,12-2,25,5,0.8333,12,2,0.8571,106.9,118,94.2,15,0.8097,56,51.8,136,45.5,6,17.4,102,19.3,112,34.2,26,22.8,12,29.1,292,33.6,188,52.3,75,45.0,16,34.0,219,30.8,6,36.4,189,37.2,167,69.3,177,1.3,38
58,Alabama,9,SEC,34,19-15,8-10,19,15,0.5588,8,10,0.4444,107.0,115,94.8,18,0.8007,58,51.6,145,47.2,28,20.1,281,18.7,153,29.1,161,30.6,258,41.5,17,36.8,250,53.2,56,46.8,56,32.5,295,31.9,19,35.6,219,37.1,163,70.0,136,-1.1,64
59,Providence,10,BE,34,21-13,10-8,21,13,0.6176,10,8,0.5556,108.7,89,96.5,45,0.7982,59,49.6,219,50.1,133,17.6,118,18.9,135,29.4,146,28.9,186,39.2,41,31.4,127,49.5,185,51.3,232,33.3,251,32.1,24,33.0,288,36.5,136,68.3,224,2.0,30
60,Loyola Chicago,11,MVC,32,27-5,15-3,27,5,0.8438,15,3,0.8333,109.0,81,96.8,49,0.7976,60,57.8,8,47.3,31,18.8,198,20.0,77,22.1,331,25.9,56,33.2,176,25.7,22,56.5,13,46.3,41,40.0,11,32.6,38,35.7,216,36.4,133,66.5,313,2.0,29
63,UCLA,11,P12,33,21-12,11-7,21,12,0.6364,11,7,0.6111,114.0,38,101.5,119,0.7922,63,53.7,70,49.1,76,16.6,51,14.5,341,28.5,183,26.9,91,35.5,110,29.7,84,51.4,114,47.3,70,38.1,45,34.6,146,40.4,94,39.4,239,71.5,67,-0.03,52
64,South Dakota State,12,Sum,30,24-6,13-1,24,6,0.8,13,1,0.9286,114.0,39,101.6,124,0.7899,64,54.5,40,50.2,144,13.8,1,14.3,347,24.7,294,22.9,14,35.8,107,25.5,17,51.2,127,49.8,165,39.2,26,33.8,107,43.5,50,37.7,194,71.4,70,0.6,46
70,Buffalo,13,MAC,33,25-8,15-3,25,8,0.7576,15,3,0.8333,113.6,43,102.6,139,0.7628,70,54.8,32,48.5,55,16.6,51,18.2,187,32.0,66,28.6,168,30.3,269,40.4,303,54.2,41,47.7,79,37.2,71,33.3,80,40.0,104,34.1,64,74.0,15,-1.3,68
77,St. Bonaventure,11,A10,33,26-7,14-4,26,7,0.7879,14,4,0.7778,109.9,74,99.9,90,0.7497,77,52.0,125,49.0,72,16.1,36,20.7,46,29.6,141,29.4,210,39.8,38,38.8,286,48.5,224,49.7,162,39.3,24,32.1,24,33.6,274,43.1,319,70.2,117,1.4,35
79,Murray State,12,OVC,29,24-5,16-2,24,5,0.8276,16,2,0.8889,111.1,61,101.2,112,0.745,79,55.2,25,46.9,18,17.3,94,18.2,187,32.5,59,27.2,102,37.1,73,30.2,97,54.5,38,47.2,68,37.4,59,30.8,6,39.7,109,35.6,110,68.0,235,-0.38,54
88,Montana,14,BSky,31,24-7,16-2,24,7,0.7742,16,2,0.8889,107.6,104,99.1,80,0.7208,88,51.7,142,48.3,47,17.4,102,21.2,30,34.0,31,26.4,69,38.9,46,41.3,318,51.9,95,46.1,36,34.1,215,35.3,189,27.2,341,32.3,28,69.1,185,-1.1,63
94,UNC Greensboro,13,SC,31,24-7,15-3,24,7,0.7742,15,3,0.8333,103.5,183,96.2,41,0.6989,94,52.0,125,47.6,36,19.8,269,21.6,20,33.7,37,23.8,20,26.4,333,39.1,289,50.9,140,47.0,59,35.6,136,32.3,30,45.9,25,41.0,287,66.1,322,-1.5,70
104,Georgia State,15,SB,32,22-10,12-6,22,10,0.6875,12,6,0.6667,107.2,113,100.7,103,0.6719,104,54.1,52,47.1,25,16.7,57,20.8,43,25.8,268,32.8,321,31.6,229,39.1,289,50.9,140,43.9,9,39.1,28,33.9,112,41.1,84,46.1,346,67.9,240,-5.1,115
110,Stephen F. Austin,14,Slnd,30,24-6,14-4,24,6,0.8,14,4,0.7778,104.1,177,98.3,63,0.6588,110,53.4,76,49.7,113,20.8,312,26.1,1,32.7,56,28.6,168,40.0,36,50.5,351,52.0,89,47.1,62,37.4,59,35.9,223,32.4,296,38.9,227,72.1,50,-1.8,74
113,Penn,16,Ivy,31,23-8,12-2,23,8,0.7419,12,2,0.8571,103.1,189,97.6,58,0.6539,113,53.0,84,46.9,18,16.6,51,17.1,253,24.2,304,22.7,9,33.6,165,31.9,142,53.7,47,48.1,90,34.7,180,29.7,2,41.7,73,32.8,36,70.1,124,-3.3,90
115,Bucknell,14,Pat,34,25-9,16-2,25,9,0.7353,16,2,0.8889,107.6,105,101.9,132,0.6503,115,54.0,57,47.6,36,17.1,80,17.1,253,27.2,223,27.4,110,42.4,12,34.4,206,55.6,22,46.5,45,34.3,208,33.2,73,39.3,118,31.7,20,72.9,28,-3.0,85
122,Marshall,13,CUSA,33,23-10,12-6,23,10,0.697,12,6,0.6667,107.8,99,103.4,157,0.6174,122,54.9,27,49.7,113,17.2,85,18.2,187,22.3,329,31.6,295,32.9,192,29.0,63,56.2,15,48.5,109,35.5,141,34.8,158,45.7,27,30.2,6,76.1,5,-2.5,79
129,Wright State,14,Horz,32,23-9,14-4,23,9,0.7188,14,4,0.7778,99.6,255,96.5,48,0.5901,129,49.0,251,48.3,47,18.6,180,21.1,34,28.8,170,24.9,35,36.0,102,30.0,90,48.0,250,45.6,25,34.0,219,34.9,164,35.0,241,39.7,254,69.3,177,-3.5,93
149,College of Charleston,13,CAA,31,24-7,14-4,24,7,0.7742,14,4,0.7778,106.7,121,105.1,186,0.544,149,52.8,91,50.2,144,14.7,11,17.8,217,25.6,272,28.0,139,36.8,79,31.3,125,51.8,98,48.8,128,36.4,98,35.1,176,37.1,170,36.3,130,65.8,326,-2.1,77
151,Iona,15,MAAC,33,20-13,11-7,20,13,0.6061,11,7,0.6111,108.9,84,107.3,236,0.5409,151,54.1,52,52.1,236,16.0,33,18.8,145,24.4,299,30.5,253,30.4,263,29.2,68,51.3,123,51.4,237,38.8,33,35.5,203,40.8,89,35.1,89,71.6,62,-7.3,158
158,Lipscomb,15,ASun,29,20-9,10-4,20,9,0.6897,10,4,0.7143,102.6,200,101.8,129,0.5232,158,51.9,133,51.7,219,20.1,281,19.8,86,28.0,196,24.1,22,41.2,20,38.7,284,53.5,50,52.6,280,33.0,267,33.5,90,38.9,133,36.9,152,75.9,6,-3.1,88
180,Cal State Fullerton,15,BW,29,18-11,10-6,18,11,0.6207,10,6,0.625,102.6,201,103.8,163,0.4661,180,52.0,125,48.3,47,20.6,301,18.4,171,26.5,248,28.9,186,46.0,1,34.8,215,52.2,81,45.2,20,34.3,208,36.3,246,28.4,330,33.1,44,70.8,96,-5.4,119
186,Radford,16,BSth,33,21-12,12-6,21,12,0.6364,12,6,0.6667,101.6,222,103.0,150,0.4594,186,49.5,224,49.4,94,18.7,188,20.3,61,31.9,69,27.9,136,31.3,236,31.9,142,47.5,265,48.4,103,35.1,158,33.9,112,39.4,115,38.9,227,64.1,345,-6.5,140
197,UMBC,16,AE,31,21-10,12-4,21,10,0.6774,12,4,0.75,102.5,205,105.5,195,0.4186,197,52.2,114,52.1,236,16.9,68,20.7,46,26.4,250,29.0,194,30.0,274,31.1,121,48.3,238,50.8,210,38.2,44,35.9,223,44.1,46,40.9,285,69.3,177,-4.8,113
247,Texas Southern,16,SWAC,35,16-19,12-6,16,19,0.4571,12,6,0.6667,104.3,169,111.8,311,0.3111,247,50.6,181,50.9,177,17.3,94,16.2,300,28.7,175,32.5,313,43.0,7,30.7,109,48.6,220,49.1,140,36.0,114,36.4,254,37.0,174,32.8,36,72.5,41,-10.9,221
265,LIU,16,NEC,34,17-17,10-8,17,17,0.5,10,8,0.5556,101.6,221,110.3,293,0.2801,265,52.1,117,50.0,129,19.5,254,16.5,286,29.4,146,29.8,229,38.7,49,31.8,137,52.3,75,50.5,198,34.6,187,32.8,47,39.2,123,34.2,67,72.8,32,-13.1,270
322,NC Central,16,MEAC,32,16-16,9-7,16,16,0.5,9,7,0.5625,95.9,316,110.6,298,0.1625,322,50.4,190,48.5,55,20.8,312,16.8,271,32.9,51,29.7,224,30.3,269,34.3,205,51.3,123,48.1,90,32.3,301,32.8,47,31.2,314,38.2,210,66.3,318,-12.0,246
