Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
31,Maryland,4,B10,33,27-6,14-4,27,6,0.8182,14,4,0.7778,109.9,52,93.9,40,0.8595,31,50.9,88,45.4,39,18.4,121,17.3,275,29.2,239,30.4,130,44.5,27,27.9,17,47.8,163,44.6,61,37.2,58,31.2,34,38.2,71,37.4,277,64.6,189,6.8,10
32,St. John's,9,BE,31,20-11,10-8,20,11,0.6452,10,8,0.5556,109.6,54,93.8,39,0.8575,32,49.3,159,46.1,60,15.7,11,19.5,142,27.8,279,35.4,331,36.2,193,32.6,78,47.9,160,44.8,69,35.1,126,32.4,73,30.5,266,35.4,213,66.9,72,2.2,29
33,Arkansas,5,SEC,34,26-8,13-5,26,8,0.7647,13,5,0.7222,113.3,22,97.0,71,0.8569,33,50.2,108,48.6,150,16.6,38,22.6,19,35.6,37,34.2,307,37.3,162,38.5,211,49.1,107,46.6,121,35.0,131,35.3,222,31.1,253,31.3,85,70.1,12,3.8,19
34,Davidson,10,A10,30,23-7,14-4,23,7,0.7667,14,4,0.7778,119.3,6,102.4,171,0.8535,34,56.0,11,49.1,167,14.3,2,17.3,275,29.8,211,30.1,123,29.0,339,35.4,144,53.5,17,51.3,296,39.3,16,29.8,8,45.7,9,33.1,139,67.3,60,1.8,31
35,Purdue,9,B10,33,21-12,12-6,21,12,0.6364,12,6,0.6667,110.1,47,94.5,49,0.853,35,50.7,95,45.5,40,20.0,234,17.8,253,36.2,28,31.1,169,42.5,44,38.5,211,51.0,57,42.3,16,33.5,204,35.0,207,32.3,230,31.0,80,65.0,166,0.9,40
36,North Carolina State,8,ACC,33,20-13,10-8,20,13,0.6061,10,8,0.5556,113.3,23,97.3,81,0.852,36,49.6,140,45.5,40,16.2,27,15.4,340,34.1,72,30.5,139,36.1,200,34.1,117,47.4,185,43.6,36,36.1,86,33.2,113,32.4,227,31.3,85,64.9,175,1.0,37
38,VCU,7,A10,35,26-9,12-6,26,9,0.7429,12,6,0.6667,109.0,59,93.9,43,0.8466,38,48.8,186,49.3,179,15.7,11,23.8,9,31.7,140,30.8,155,37.5,155,37.7,197,47.2,195,48.1,179,34.2,175,34.4,184,39.9,46,35.3,205,67.4,59,3.1,25
39,Georgia,10,SEC,32,21-11,11-7,21,11,0.6562,11,7,0.6111,107.8,69,93.2,33,0.8435,39,48.9,179,44.2,14,19.3,185,16.8,299,32.3,118,28.9,73,47.8,5,34.3,126,47.7,168,43.0,23,34.4,165,31.0,30,31.3,248,35.4,213,64.7,183,1.5,32
40,Oklahoma State,9,B12,30,17-13,8-10,17,13,0.5667,8,10,0.4444,109.7,53,94.8,52,0.8432,40,50.1,111,46.0,55,18.6,131,21.2,49,26.9,299,33.1,266,39.7,102,42.4,281,49.0,110,43.5,33,34.6,151,34.3,178,38.5,66,32.0,103,63.9,231,0.05,48
42,Cincinnati,8,Amer,32,22-10,13-5,22,10,0.6875,13,5,0.7222,106.4,88,92.5,23,0.8335,42,50.4,104,44.5,20,21.3,303,20.3,93,37.3,17,31.7,205,37.8,145,25.4,7,50.5,71,42.0,10,33.3,213,32.9,93,30.6,263,33.4,147,60.2,341,-1.2,65
43,Indiana,10,B10,33,20-13,9-9,20,13,0.6061,9,9,0.5,118.9,8,103.4,194,0.8327,43,54.6,18,50.5,229,17.1,54,16.1,327,35.3,40,31.3,177,32.7,283,32.1,70,50.7,65,51.0,284,40.3,7,32.8,88,39.6,51,30.7,72,67.1,65,-0.37,52
44,LSU,9,SEC,32,22-10,11-7,22,10,0.6875,11,7,0.6111,107.1,78,93.7,38,0.8238,44,50.5,102,44.6,21,20.5,271,19.2,158,34.0,79,33.0,263,33.4,267,30.0,31,50.3,74,43.6,36,33.9,188,31.3,39,28.5,299,28.9,23,70.3,10,0.45,45
46,Ole Miss,11,SEC,33,21-12,11-7,21,12,0.6364,11,7,0.6111,112.8,28,99.0,115,0.8175,46,48.2,203,47.4,98,16.6,38,18.9,178,34.9,52,31.3,177,37.2,165,41.4,261,47.1,203,43.4,32,33.7,193,35.5,230,32.9,211,40.0,319,66.6,88,-0.6,55
49,UCLA,11,P12,33,20-13,11-7,20,13,0.6061,11,7,0.6111,110.1,48,96.9,69,0.8126,49,49.4,146,48.7,156,17.5,72,18.5,207,33.8,87,28.1,49,36.3,191,32.7,82,47.2,195,45.7,91,36.3,80,35.5,230,29.3,289,39.1,314,66.9,72,-0.05,49
53,Oregon,8,P12,33,24-9,13-5,24,9,0.7273,13,5,0.7222,112.6,29,99.5,118,0.8062,53,52.1,56,47.8,112,17.0,50,16.8,299,30.6,180,31.7,205,29.5,337,35.3,142,50.6,68,46.8,128,36.7,70,33.3,117,33.9,175,32.5,121,66.9,72,3.0,27
55,Boise State,11,MWC,32,23-9,14-4,23,9,0.7188,14,4,0.7778,109.5,55,96.9,68,0.8021,55,53.2,36,47.6,104,16.1,24,19.4,144,27.8,279,25.6,12,32.4,292,31.6,58,49.6,93,48.1,179,38.9,20,31.3,39,41.5,34,35.7,224,63.5,254,0.47,44
57,Stephen F. Austin,12,Slnd,30,26-4,17-1,26,4,0.8667,17,1,0.9444,111.6,35,98.9,112,0.7993,57,56.2,8,48.8,161,20.3,257,24.4,5,37.7,12,29.9,117,42.4,46,49.0,337,55.6,5,48.2,187,38.1,34,33.6,137,36.2,118,27.8,16,66.5,95,1.5,35
61,Dayton,11,A10,34,26-8,13-5,26,8,0.7647,13,5,0.7222,106.4,87,94.8,53,0.7907,61,52.9,42,47.2,93,17.8,83,20.9,64,23.9,333,28.2,54,48.2,4,30.7,44,53.1,21,47.1,140,35.1,126,31.7,51,37.7,82,32.9,132,63.9,231,0.9,39
65,Buffalo,12,MAC,32,23-9,12-6,23,9,0.7188,12,6,0.6667,108.8,62,97.6,87,0.7786,65,48.6,195,48.5,148,16.4,33,19.8,126,34.7,56,30.4,130,42.3,51,33.8,106,47.6,175,47.9,170,34.0,182,33.0,99,30.2,272,38.1,294,69.2,20,-1.0,60
66,Valparaiso,13,Horz,30,25-5,13-3,25,5,0.8333,13,3,0.8125,105.0,106,94.3,46,0.7757,66,51.4,76,44.9,26,19.1,171,18.6,202,35.0,47,27.6,37,36.7,178,32.7,82,48.5,135,42.1,13,38.1,34,33.0,99,33.4,196,36.9,261,63.2,266,0.4,46
71,Georgia State,14,SB,32,23-9,15-5,23,9,0.7188,15,5,0.75,109.1,58,98.5,109,0.7642,71,51.9,63,45.0,27,16.5,37,22.8,16,30.5,184,34.5,319,38.4,131,39.4,226,53.4,18,42.2,14,31.9,273,32.6,83,27.4,318,42.0,340,63.5,254,-2.6,79
89,California-Irvine,13,BW,31,19-12,11-5,19,12,0.6129,11,5,0.6875,105.0,107,97.3,80,0.7073,89,50.7,95,44.7,22,18.0,96,17.3,275,29.8,211,30.7,151,31.0,318,36.1,160,47.7,168,42.3,16,38.3,30,33.6,137,30.5,266,29.1,27,64.1,213,-4.3,107
94,Harvard,13,Ivy,27,20-7,11-3,20,7,0.7407,11,3,0.7857,100.9,195,93.9,42,0.6958,94,47.3,244,46.1,60,18.7,139,19.9,120,32.3,118,27.8,41,39.0,119,33.1,90,45.8,257,44.1,50,34.1,180,33.4,124,26.5,326,32.3,112,61.8,311,-1.1,63
103,New Mexico State,15,WAC,31,21-10,13-1,21,10,0.6774,13,1,0.9286,104.4,127,98.1,101,0.6712,103,51.0,85,45.9,54,21.9,321,20.5,82,39.5,9,30.7,151,44.8,26,32.5,76,49.7,89,46.4,112,36.3,80,29.5,6,25.3,341,23.5,2,64.2,203,-4.3,104
110,Northeastern,14,CAA,34,23-11,12-6,23,11,0.6765,12,6,0.6667,106.6,82,100.9,146,0.6537,110,54.6,18,49.6,189,21.4,306,15.6,337,29.6,223,25.6,12,42.2,53,24.7,5,52.9,28,48.7,208,38.8,24,34.4,184,30.8,257,29.1,27,63.7,243,-4.2,102
112,Wofford,12,SC,32,26-6,16-2,26,6,0.8125,16,2,0.8889,102.5,163,97.2,77,0.6479,112,51.6,72,46.9,83,17.3,64,20.1,110,29.3,237,27.7,40,38.0,139,36.5,169,49.5,95,47.3,151,37.1,62,30.8,26,32.9,211,31.8,95,61.5,318,0.47,43
113,Wyoming,12,MWC,32,23-9,11-7,23,9,0.7188,11,7,0.6111,102.7,159,97.6,90,0.642,113,52.1,56,46.7,75,18.7,139,18.1,231,22.1,343,26.9,28,41.0,73,26.7,8,54.6,11,44.0,45,32.3,253,34.4,184,39.7,49,35.2,200,59.1,346,-1.3,66
134,Eastern Washington,13,BSky,31,23-8,14-4,23,8,0.7419,14,4,0.7778,110.8,40,107.5,281,0.5868,134,55.4,14,52.0,289,15.9,17,17.7,260,29.3,237,30.6,150,35.6,214,35.1,138,52.3,33,49.0,214,39.6,12,38.4,330,43.2,18,35.0,193,68.6,26,-2.3,73
137,Albany,14,AE,32,24-8,15-1,24,8,0.75,15,1,0.9375,104.7,114,102.1,167,0.5718,137,50.1,111,49.6,189,19.0,164,20.3,93,32.5,115,25.5,11,39.9,96,30.4,40,48.1,153,45.9,100,36.0,90,36.5,274,34.1,171,41.6,337,61.5,318,-3.0,85
143,UAB,14,CUSA,33,18-15,12-6,18,15,0.5455,12,6,0.6667,101.8,176,100.4,133,0.5408,143,47.8,224,47.2,93,20.4,265,19.8,126,34.0,79,33.1,266,37.2,165,34.1,117,46.9,209,47.0,136,33.2,217,31.8,57,29.9,280,32.2,109,65.4,144,-7.2,165
144,Coastal Carolina,16,BSth,29,20-9,12-6,20,9,0.6897,12,6,0.6667,104.2,133,102.8,177,0.5388,144,49.9,121,47.1,89,17.8,83,17.0,290,35.2,42,27.6,37,39.6,107,35.6,148,48.2,151,45.1,72,35.4,115,33.5,129,34.2,169,39.4,316,63.9,231,-4.8,118
150,Belmont,15,OVC,31,21-10,11-5,21,10,0.6774,11,5,0.6875,107.3,74,106.5,259,0.5236,150,56.5,5,51.3,265,20.3,257,18.7,192,29.2,239,29.5,98,33.0,275,27.7,15,56.3,3,51.2,292,37.9,40,34.3,178,48.0,4,36.9,261,67.5,53,-4.4,109
155,Manhattan,16,MAAC,33,19-14,13-7,19,14,0.5758,13,7,0.65,100.0,215,99.7,120,0.5078,155,49.4,146,48.1,128,21.1,299,23.9,8,30.9,171,33.1,266,47.4,7,52.3,345,48.8,121,48.0,171,33.6,200,32.4,73,36.6,106,27.2,10,68.1,32,-7.4,166
158,North Florida,16,ASun,32,20-12,12-2,20,12,0.625,12,2,0.8571,105.2,104,105.0,224,0.5054,158,53.6,29,47.9,116,18.3,112,17.9,247,29.2,239,31.8,210,39.7,102,34.1,117,51.1,55,48.3,191,38.1,34,31.3,39,42.1,28,27.6,12,67.5,53,-4.9,121
169,North Dakota State,15,Sum,30,21-9,12-4,21,9,0.7,12,4,0.75,100.5,205,100.9,144,0.4898,169,49.2,167,47.8,112,15.9,17,16.6,307,26.5,308,23.4,2,36.2,193,30.0,31,45.1,282,44.4,56,37.8,44,36.4,273,35.4,141,33.0,134,61.2,324,-3.7,97
192,Robert Morris,16,NEC,34,20-14,12-6,20,14,0.5882,12,6,0.6667,100.2,212,102.9,179,0.424,192,50.4,104,48.7,156,20.0,234,21.9,25,31.1,164,35.9,335,36.6,183,37.9,202,47.7,168,47.6,160,37.7,48,33.7,143,30.7,259,36.4,249,66.1,111,-8.3,178
194,Lafayette,16,Pat,31,19-12,9-9,19,12,0.6129,9,9,0.5,110.6,43,113.7,339,0.4201,194,56.3,6,52.9,308,16.9,48,16.9,296,27.6,282,34.4,314,31.0,318,27.6,14,53.0,24,50.8,277,41.4,2,37.6,309,35.4,141,37.1,264,65.2,150,-6.8,159
230,Texas Southern,15,SWAC,34,22-12,16-2,22,12,0.6471,16,2,0.8889,101.2,193,106.4,256,0.3595,230,49.4,146,48.9,163,19.9,226,18.7,192,34.0,79,34.2,307,46.5,12,32.6,78,50.0,84,48.0,171,32.0,265,34.2,171,31.4,247,28.5,20,63.7,243,-4.3,106
270,Hampton,16,MEAC,34,17-17,8-8,17,17,0.5,8,8,0.5,94.3,309,102.4,172,0.2788,270,46.0,294,46.4,66,20.4,265,20.2,103,32.4,117,30.8,155,44.0,32,45.5,321,46.1,242,44.3,53,30.5,312,34.0,162,32.7,219,30.6,68,69.4,18,-12.3,261
