Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjOE,Rk_AdjOE,AdjDE,Rk_AdjDE,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
16,Kentucky,3,SEC,33,22-11,10-8,22,11,0.6667,10,8,0.5556,123.9,10,98.8,49,0.9313,16,56.0,20,50.4,150,15.2,44,14.0,340,28.7,221,25.9,25,35.9,93,31.0,125,55.9,33,53.7,289,37.4,24,30.8,27,41.7,113,43.5,317,71.6,22,5.6,13
17,St. John's,2,BE,34,30-4,18-2,30,4,0.8824,18,2,0.9,112.5,72,89.7,2,0.9311,17,49.7,240,46.6,19,15.6,66,21.9,12,37.3,9,28.9,134,30.2,269,30.4,112,51.5,154,45.8,10,30.4,337,31.8,64,30.3,346,40.8,249,70.9,47,7.8,8
18,Kansas,7,B12,33,21-12,11-9,21,12,0.6364,11,9,0.55,115.9,44,92.5,8,0.9303,18,53.1,78,46.2,14,16.7,149,15.6,283,30.4,165,27.5,68,24.3,355,28.0,54,53.4,90,46.1,17,35.2,98,30.9,32,34.3,297,40.7,245,69.0,115,4.2,25
19,BYU,6,B12,33,24-9,14-6,24,9,0.7273,14,6,0.7,124.1,9,99.0,54,0.9302,19,57.2,6,50.6,162,17.6,207,17.2,174,33.3,76,26.1,29,30.2,269,29.5,89,58.6,5,49.3,113,37.1,31,34.8,241,48.3,15,44.4,329,67.9,181,4.8,22
20,Missouri,6,SEC,33,22-11,10-8,22,11,0.6667,10,8,0.5556,125.8,5,100.9,79,0.9266,20,56.2,18,50.7,168,15.2,44,20.0,43,33.7,65,32.2,297,46.8,2,35.3,239,56.7,20,51.1,186,37.0,33,33.4,152,41.5,118,38.2,154,68.9,122,3.2,29
21,UCLA,7,B10,32,22-10,13-7,22,10,0.6875,13,7,0.65,117.2,30,94.6,15,0.9218,21,53.0,81,50.5,156,15.9,87,22.8,5,32.8,90,29.2,148,32.9,180,34.6,220,53.1,103,51.2,189,35.2,98,33.2,130,36.0,259,44.8,336,65.8,294,3.9,27
22,Michigan,5,B10,34,25-9,14-6,25,9,0.7353,14,6,0.7,116.5,37,94.2,14,0.9197,22,54.5,50,46.3,16,19.8,328,16.0,258,33.2,79,29.8,181,35.0,118,28.5,66,57.7,12,45.9,13,33.4,195,31.3,46,42.5,91,38.9,181,70.3,60,6.8,9
23,Louisville,8,ACC,34,27-7,18-2,27,7,0.7941,18,2,0.9,117.8,26,95.3,19,0.9195,23,53.4,71,49.2,94,16.5,133,18.6,91,32.2,107,27.2,55,34.5,133,26.8,36,57.0,19,48.3,74,33.0,212,33.7,168,48.1,18,39.7,207,69.6,87,5.5,14
24,Texas A&M,4,SEC,32,22-10,11-7,22,10,0.6875,11,7,0.6111,115.4,50,93.6,12,0.9178,24,47.5,315,48.2,58,18.2,250,19.7,54,42.0,1,27.8,74,41.7,17,35.3,239,48.0,290,46.5,25,31.1,316,33.4,152,37.6,203,47.0,352,66.9,235,5.5,15
25,Saint Mary's,7,WCC,32,27-5,17-1,27,5,0.8438,17,1,0.9444,115.0,53,93.4,11,0.9169,25,50.9,167,46.2,14,15.1,39,16.6,212,40.5,2,24.9,9,31.4,223,25.0,18,51.8,144,45.8,10,32.6,231,31.2,42,33.4,315,31.3,6,62.5,359,4.4,24
26,Clemson,5,ACC,33,27-6,18-2,27,6,0.8182,18,2,0.9,117.7,27,95.7,22,0.9151,26,53.6,64,48.9,86,15.7,75,20.1,41,33.7,65,29.9,186,28.2,314,27.6,46,52.3,130,49.3,113,37.2,28,32.2,83,38.4,182,38.3,157,65.0,329,4.8,23
27,Marquette,7,BE,33,23-10,13-7,23,10,0.697,13,7,0.65,116.7,35,96.1,25,0.9031,27,52.0,113,49.9,125,13.5,8,21.5,19,30.1,174,31.0,241,26.1,341,30.2,107,54.9,48,51.3,195,32.5,238,31.8,64,46.3,40,39.8,214,68.5,145,3.6,28
28,Baylor,9,B12,32,18-14,10-10,18,14,0.5625,10,10,0.5,120.6,17,99.3,56,0.903,28,51.5,135,51.2,196,16.1,103,18.8,81,35.6,22,31.2,250,31.0,240,33.5,195,51.2,168,49.8,128,34.7,124,35.4,276,40.2,146,40.8,249,65.4,312,2.1,38
29,Ole Miss,6,SEC,33,22-11,10-8,22,11,0.6667,10,8,0.5556,117.0,33,96.5,29,0.9014,29,51.1,153,50.5,156,12.8,2,20.5,32,25.4,311,30.8,231,35.6,103,39.5,322,51.0,178,51.6,209,34.1,159,32.7,109,40.2,146,44.0,321,68.8,126,4.9,20
30,Mississippi State,8,SEC,33,21-12,8-10,21,12,0.6364,8,10,0.4444,118.4,23,98.6,46,0.8912,30,51.7,124,51.9,235,15.1,39,19.0,74,34.1,55,29.5,166,31.6,211,35.4,241,55.2,41,50.1,144,31.4,295,36.1,313,42.3,93,44.2,326,68.7,134,3.1,30
31,Georgia,9,SEC,32,20-12,8-10,20,12,0.625,8,10,0.4444,115.3,52,96.0,24,0.8909,31,52.5,96,47.2,28,18.8,289,18.0,116,36.1,15,31.8,278,39.8,27,30.4,112,53.8,79,47.8,55,33.5,189,30.9,32,36.8,236,40.6,241,67.2,217,2.0,39
33,VCU,11,A10,33,27-6,15-3,27,6,0.8182,15,3,0.8333,114.9,55,96.1,26,0.8864,33,52.4,98,44.4,1,16.8,155,20.6,27,36.7,11,30.0,194,32.2,197,36.1,262,54.2,65,43.6,4,33.5,189,30.6,22,47.4,25,35.3,62,66.9,235,1.0,44
34,Oregon,5,B10,33,24-9,12-8,24,9,0.7273,12,8,0.6,115.5,46,96.9,35,0.8828,34,52.2,105,49.1,91,16.2,108,17.6,140,30.6,159,29.2,148,33.4,169,27.7,49,53.0,108,50.0,138,34.0,164,31.7,61,38.6,176,37.4,124,68.5,145,5.8,12
35,North Carolina,11,ACC,36,23-13,13-7,23,13,0.6389,13,7,0.65,119.0,21,99.9,64,0.8823,35,54.5,50,49.5,109,15.1,39,15.2,306,29.3,201,27.0,49,35.0,118,30.2,107,54.7,50,49.2,109,36.0,64,33.3,141,37.1,223,38.2,154,71.3,32,1.4,43
36,Creighton,9,BE,34,24-10,15-5,24,10,0.7059,15,5,0.75,116.6,36,98.3,44,0.8773,36,55.8,24,47.0,25,18.1,242,11.7,361,26.9,266,27.2,55,28.5,312,16.9,1,60.5,2,45.8,10,33.9,175,32.7,109,49.0,10,35.2,59,67.9,181,3.0,31
37,UConn,8,BE,33,23-10,14-6,23,10,0.697,14,6,0.7,121.0,16,102.2,95,0.8748,37,55.5,28,48.3,59,17.1,174,15.5,287,35.6,22,27.4,62,30.6,255,40.0,332,57.3,16,46.0,16,35.4,89,35.1,257,42.6,90,34.2,34,64.6,336,2.3,35
39,Xavier,11,BE,33,22-11,13-7,22,11,0.6667,13,7,0.65,115.9,43,98.8,47,0.8634,39,54.3,53,50.8,174,15.9,87,17.5,150,24.9,321,25.2,14,36.9,65,28.5,66,51.6,152,50.5,158,39.1,6,34.2,202,37.6,203,37.0,113,69.7,82,0.42,50
40,New Mexico,10,MWC,32,25-7,17-3,25,7,0.7812,17,3,0.85,112.0,81,95.6,20,0.8617,40,50.8,173,49.2,94,15.6,66,20.5,32,31.5,127,25.6,20,37.8,46,35.0,232,50.6,197,48.2,69,34.1,159,33.8,175,32.2,333,38.3,157,73.8,4,2.7,33
42,Vanderbilt,10,SEC,32,20-12,8-10,20,12,0.625,8,10,0.4444,118.1,25,101.0,81,0.8579,42,51.7,124,52.9,275,14.7,28,20.0,43,32.2,107,29.7,176,34.0,148,39.0,313,53.6,85,51.5,204,32.5,238,36.9,336,40.2,146,37.5,126,70.3,60,1.6,40
43,Texas,11,SEC,35,19-16,6-12,19,16,0.5429,6,12,0.3333,117.1,32,100.2,68,0.857,43,52.6,94,48.9,86,14.3,18,16.4,226,29.7,191,29.4,159,36.8,66,38.9,312,51.7,148,47.8,55,36.2,61,33.8,175,35.3,272,36.4,96,68.0,178,0.15,51
44,Arkansas,10,SEC,33,20-13,8-10,20,13,0.6061,8,10,0.4444,111.4,86,95.7,23,0.8509,44,52.7,89,48.3,59,16.5,133,17.5,150,27.6,245,28.3,98,35.5,107,29.4,85,54.4,60,48.5,81,33.3,199,31.9,70,36.7,242,39.5,202,70.0,67,1.4,42
45,Colorado State,12,MWC,34,25-9,16-4,25,9,0.7353,16,4,0.8,114.9,54,99.0,50,0.8481,45,55.8,24,48.5,67,17.4,194,16.7,199,26.4,278,25.3,15,31.8,205,33.6,198,56.5,25,47.7,54,36.6,47,33.1,126,42.8,85,37.9,141,66.8,241,0.8,48
46,Oklahoma,9,SEC,33,20-13,6-12,20,13,0.6061,6,12,0.3333,117.5,29,101.3,82,0.8465,46,54.9,38,51.1,189,17.3,187,18.1,111,26.5,273,31.7,275,39.6,29,35.8,254,54.6,52,54.9,322,37.0,33,30.5,18,41.9,108,41.9,284,69.2,108,2.2,37
47,Utah State,10,MWC,32,25-7,15-5,25,7,0.7812,15,5,0.75,121.4,15,104.7,136,0.846,47,56.0,20,51.8,231,16.0,96,20.2,37,34.6,44,30.3,212,37.6,52,36.2,264,57.7,12,52.6,250,35.8,70,33.8,175,42.3,93,44.4,329,68.4,151,2.3,36
54,UC San Diego,12,BW,32,28-4,18-2,28,4,0.875,18,2,0.9,112.3,76,97.8,39,0.8307,54,55.4,30,47.7,43,13.4,6,23.3,2,25.6,307,28.4,102,33.8,152,29.8,93,56.1,30,46.2,19,36.5,54,33.1,126,49.6,8,44.3,328,66.5,261,0.9,47
55,Drake,11,MVC,31,28-3,17-3,28,3,0.9032,17,3,0.85,112.7,71,98.3,45,0.8283,55,53.8,57,51.7,226,18.6,276,22.1,10,36.0,17,25.8,22,43.0,11,35.8,254,54.6,52,54.3,304,35.0,109,31.8,64,36.8,236,39.1,189,59.4,364,2.7,34
56,Liberty,12,CUSA,31,25-6,13-5,25,6,0.8065,13,5,0.7222,112.5,73,98.3,43,0.8251,56,58.4,2,45.9,7,15.3,48,16.9,189,18.9,361,28.0,84,30.9,245,26.3,30,57.7,12,48.0,60,39.5,5,28.0,3,47.7,22,34.4,40,66.1,280,-0.16,55
57,San Diego State,11,MWC,30,20-10,14-6,20,10,0.6667,14,6,0.7,108.6,128,95.0,17,0.8227,57,50.5,193,45.9,7,16.8,155,19.5,60,29.2,204,31.0,241,32.3,194,37.4,291,51.5,154,45.1,8,32.6,231,31.2,42,39.6,164,47.1,354,66.6,255,1.0,45
58,McNeese,12,Slnd,31,25-6,19-1,25,6,0.8065,19,1,0.95,113.8,62,99.6,62,0.8209,58,53.3,74,47.5,36,16.2,108,21.6,17,34.7,39,31.3,257,35.7,100,31.4,137,53.2,98,46.9,32,35.6,79,32.2,83,36.7,242,46.6,351,66.0,285,-0.4,57
61,Memphis,5,Amer,34,29-5,16-2,29,5,0.8529,16,2,0.8889,112.3,75,98.8,48,0.8141,61,53.6,64,48.5,67,19.2,304,19.1,67,35.1,37,32.3,302,39.4,30,33.6,198,52.0,140,48.6,87,38.0,18,32.2,83,33.1,322,40.7,245,71.4,29,5.0,19
78,Yale,13,Ivy,28,21-7,13-1,21,7,0.75,13,1,0.9286,114.1,61,103.8,122,0.7468,78,54.8,40,48.8,79,14.4,19,16.1,250,33.2,79,25.8,22,32.0,203,28.7,71,53.4,90,47.3,45,38.5,9,33.7,168,32.0,336,48.0,359,68.0,178,-2.6,73
86,Grand Canyon,13,WAC,32,25-7,13-3,25,7,0.7812,13,3,0.8125,107.9,139,99.7,63,0.7142,86,51.2,148,47.0,25,18.4,263,20.6,27,32.5,97,28.6,112,43.9,7,32.2,158,53.2,98,46.4,23,31.6,284,32.1,78,33.6,310,34.4,40,72.2,14,-2.5,72
89,High Point,13,BSth,32,27-5,14-2,27,5,0.8438,14,2,0.875,117.5,28,108.8,229,0.7095,89,56.4,12,49.1,91,15.3,48,16.5,221,34.0,58,29.9,186,37.6,52,36.3,269,57.4,15,48.9,96,36.6,47,32.9,116,39.0,172,36.0,87,67.2,217,-1.7,67
98,Lipscomb,14,ASun,32,23-9,14-4,23,9,0.7188,14,4,0.7778,110.0,106,103.1,105,0.677,98,55.9,23,48.6,72,14.4,19,15.9,270,24.0,330,26.5,37,31.4,223,22.3,8,56.7,20,49.9,134,36.7,43,31.0,36,47.4,25,37.2,119,66.9,235,-4.1,93
99,Akron,13,MAC,32,26-6,17-1,26,6,0.8125,17,1,0.9444,113.4,64,106.3,177,0.6764,99,55.4,30,49.5,109,16.6,138,17.2,174,33.3,76,29.0,137,26.8,332,33.7,201,55.8,34,50.6,164,36.6,47,31.9,70,45.4,51,38.0,147,71.9,19,-1.6,64
100,Troy,14,SB,31,21-10,13-5,21,10,0.6774,13,5,0.7222,106.6,164,100.5,73,0.6644,100,50.1,214,47.2,28,19.9,330,19.8,50,38.6,6,32.0,287,37.8,46,29.3,82,53.9,71,46.2,19,30.3,339,32.6,102,44.8,58,38.1,152,66.9,235,-4.1,94
113,UNC Wilmington,14,CAA,32,25-7,14-4,25,7,0.7812,14,4,0.7778,111.8,84,107.0,190,0.6252,113,52.2,105,50.9,178,16.0,96,17.4,155,35.4,28,28.1,90,37.8,46,30.3,110,53.8,79,50.4,153,33.0,212,34.4,213,36.2,254,42.6,297,65.9,289,-3.2,81
138,Nebraska Omaha,15,Sum,32,20-12,13-3,20,12,0.625,13,3,0.8125,111.1,88,109.0,236,0.5553,138,53.5,68,53.1,283,15.7,75,14.9,319,29.2,204,25.4,18,36.4,72,37.7,296,52.5,122,53.5,282,36.7,43,35.1,257,38.6,176,44.5,333,68.5,145,-6.4,131
144,Montana,14,BSky,31,22-9,15-3,22,9,0.7097,15,3,0.8333,110.8,93,109.2,241,0.5415,144,56.4,12,52.2,243,16.2,108,15.5,287,22.6,345,29.0,137,36.2,82,31.9,150,57.3,16,53.1,268,36.5,54,33.7,168,36.8,236,35.0,54,67.8,192,-3.0,77
145,Wofford,15,SC,32,17-15,10-8,17,15,0.5312,10,8,0.5556,111.1,89,109.6,249,0.5391,145,53.3,74,51.8,231,16.9,160,14.9,319,35.5,26,26.2,31,31.1,234,36.2,264,54.6,52,51.8,216,34.5,137,34.5,221,47.7,22,45.8,343,64.7,334,-9.6,193
155,Bryant,15,AE,32,21-11,14-2,21,11,0.6562,14,2,0.875,106.0,182,105.5,155,0.5121,155,51.0,163,47.7,43,16.5,133,16.4,226,34.2,54,28.8,126,30.4,260,30.0,100,51.5,154,47.3,45,33.4,195,32.2,83,34.8,283,36.0,87,73.1,7,-7.0,142
162,Robert Morris,15,Horz,33,25-8,15-5,25,8,0.7576,15,5,0.75,105.0,206,104.8,141,0.5042,162,51.3,142,50.3,145,18.5,271,18.8,81,35.3,30,28.3,98,38.4,41,30.0,100,50.7,190,49.8,128,34.9,118,34.2,202,36.8,236,35.6,72,68.7,134,-4.0,90
186,Norfolk State,16,MEAC,31,21-10,11-3,21,10,0.6774,11,3,0.7857,106.6,163,108.8,230,0.4424,186,52.4,98,49.7,118,18.3,255,18.6,91,32.8,90,33.8,335,39.0,34,34.9,228,54.5,57,48.9,96,31.3,298,33.9,186,27.7,360,42.7,299,67.1,225,-5.3,116
221,SIU Edwardsville,16,OVC,30,19-11,13-7,19,11,0.6333,13,7,0.65,101.1,271,105.6,159,0.3784,221,48.9,271,47.5,36,17.1,174,17.3,167,31.8,122,29.1,143,33.1,172,33.2,185,47.8,295,46.3,21,34.0,164,33.0,122,36.3,247,38.6,171,66.6,255,-7.7,153
250,American,16,Pat,33,20-13,13-5,20,13,0.6061,13,5,0.7222,101.9,251,108.9,233,0.3177,250,52.0,113,52.5,259,16.9,160,17.7,134,23.8,335,27.4,62,29.0,296,34.1,211,51.4,164,53.5,282,35.2,98,33.8,175,45.3,53,35.9,82,64.2,349,-8.2,167
258,Mount St. Mary's,16,MAAC,34,22-12,12-8,22,12,0.6471,12,8,0.6,99.9,293,107.5,203,0.3,258,51.5,135,48.3,59,21.6,356,16.0,258,31.0,144,28.2,93,31.1,234,26.4,31,50.7,190,49.0,100,35.1,104,31.6,57,41.0,129,45.0,339,68.1,171,-8.1,162
278,Alabama State,16,SWAC,34,19-15,12-6,19,15,0.5588,12,6,0.6667,101.4,264,110.6,261,0.2675,278,47.1,325,50.6,162,13.1,4,18.7,86,28.3,228,30.7,226,29.1,294,38.5,306,45.6,338,50.5,158,32.8,223,33.8,175,42.8,85,39.6,205,68.3,155,-10.1,202
301,Saint Francis,16,NEC,31,13-18,8-8,13,18,0.4194,8,8,0.5,100.0,292,111.9,289,0.2157,301,51.8,120,51.2,196,19.7,324,16.2,244,25.0,318,29.9,186,24.0,357,27.8,51,52.6,115,53.3,271,33.8,178,32.2,83,42.0,105,43.1,307,67.9,181,-12.1,243
