Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjOE,Rk_AdjOE,AdjDE,Rk_AdjDE,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
11,Alabama,2,SEC,30,24-6,16-2,24,6,0.8,16,2,0.8889,110.7,39,88.6,4,0.9281,11,51.3,103,45.3,10,18.6,158,21.1,57,31.5,65,29.8,245,28.6,247,31.9,181,50.1,152,46.4,53,35.1,102,28.8,10,47.1,16,33.6,60,74.8,8,6.9,4
12,San Diego St.,6,MWC,26,22-4,14-3,22,4,0.8462,14,3,0.8235,111.3,36,89.3,6,0.9264,12,52.7,63,46.7,37,16.9,71,22.5,21,29.9,107,24.4,43,34.3,97,32.7,198,50.5,132,44.6,13,37.5,26,32.8,119,39.5,118,45.5,336,66.9,281,3.1,20
13,Loyola Chicago,8,MVC,26,22-4,16-2,22,4,0.8462,16,2,0.8889,109.0,56,88.2,2,0.9187,13,56.3,9,46.7,37,18.5,150,21.6,46,26.0,230,21.0,3,30.7,188,22.4,6,58.0,4,45.5,30,35.7,75,32.5,101,37.0,186,34.4,80,64.8,333,1.8,34
14,Connecticut,7,BE,22,15-7,11-6,15,7,0.6818,11,6,0.6471,113.9,18,92.3,26,0.9186,14,49.5,192,46.2,27,17.5,96,19.6,121,36.8,6,29.8,245,29.6,226,36.9,293,49.0,202,45.6,32,33.6,175,31.6,59,33.3,270,33.0,41,66.6,292,2.0,31
15,Wisconsin,9,B10,29,17-12,10-10,17,12,0.5862,10,10,0.5,111.5,33,90.3,13,0.9182,15,49.4,197,47.9,70,13.5,2,17.8,237,23.7,283,25.1,67,26.9,288,28.5,100,46.3,292,47.1,78,36.0,65,33.0,127,40.8,81,34.2,71,65.9,312,2.1,30
16,Tennessee,5,SEC,26,18-8,10-7,18,8,0.6923,10,7,0.5882,108.5,61,88.2,3,0.9147,16,50.1,168,45.9,24,18.2,129,22.9,14,31.4,67,28.6,202,35.1,80,31.1,162,49.8,166,44.8,15,33.8,160,31.8,69,34.3,249,38.1,204,67.8,241,2.3,27
17,Texas,3,B12,26,19-7,11-6,19,7,0.7308,11,6,0.6471,113.5,20,92.8,30,0.9108,17,52.9,58,46.7,37,20.2,238,17.8,237,31.3,68,26.9,136,34.0,107,36.7,291,52.4,71,45.8,35,35.7,75,32.3,90,41.9,56,33.4,53,70.0,135,4.1,14
18,Virginia,4,ACC,24,18-6,13-4,18,6,0.75,13,4,0.7647,114.9,14,93.9,41,0.9104,18,56.1,11,47.9,70,15.4,13,15.2,332,23.1,298,22.6,15,22.0,342,24.6,26,55.3,19,46.1,45,38.1,16,34.0,179,42.3,53,37.2,167,60.9,347,3.5,18
19,Texas Tech,6,B12,27,17-10,9-8,17,10,0.6296,9,8,0.5294,111.5,32,91.4,20,0.9076,19,49.7,185,47.8,69,16.3,42,23.8,8,33.8,28,30.0,253,39.3,19,36.5,286,48.7,217,44.8,15,34.6,126,35.0,235,31.4,303,38.6,223,66.6,292,0.9,44
20,Villanova,5,BE,22,16-6,11-4,16,6,0.7273,11,4,0.7333,118.5,7,97.2,90,0.9076,20,52.8,60,51.8,245,13.5,2,19.0,147,27.9,169,24.8,56,30.0,212,25.8,42,52.8,62,51.0,227,35.2,99,35.4,255,44.6,30,40.6,279,65.9,312,3.1,21
21,Creighton,5,BE,28,20-8,14-6,20,8,0.7143,14,6,0.7,114.2,16,94.1,44,0.9033,21,55.7,14,46.9,42,15.8,26,17.8,237,24.8,250,28.2,184,26.9,288,25.7,41,56.3,12,46.1,45,36.7,48,32.1,82,44.3,34,39.0,234,70.0,135,3.2,19
22,West Virginia,3,B12,27,18-9,11-6,18,9,0.6667,11,6,0.6471,115.0,12,94.9,57,0.9007,22,48.7,226,50.2,176,17.0,75,20.7,71,35.6,13,31.3,283,39.4,17,28.5,100,46.4,288,51.3,239,35.7,75,32.3,90,33.1,277,37.3,171,70.5,110,3.0,22
24,Arkansas,3,SEC,28,22-6,13-4,22,6,0.7857,13,4,0.7647,110.0,45,91.3,18,0.8957,24,51.5,96,47.6,61,17.4,94,20.3,86,31.7,60,26.2,105,32.7,144,29.3,118,51.9,84,46.9,72,33.9,156,32.6,107,35.8,218,37.6,180,74.0,16,4.6,12
25,Kansas,3,B12,27,19-8,12-6,19,8,0.7037,12,6,0.6667,108.7,59,90.2,11,0.8948,25,49.7,185,47.0,43,17.7,106,20.0,98,31.2,72,26.9,136,30.5,196,26.5,53,49.3,187,45.9,40,33.7,171,32.5,101,36.0,215,37.5,179,69.2,173,4.3,13
26,BYU,6,WCC,25,19-6,10-3,19,6,0.76,10,3,0.7692,111.5,30,92.6,29,0.894,26,55.0,20,46.6,33,19.0,175,16.0,318,28.6,147,23.3,21,27.8,269,29.4,123,54.5,26,45.5,30,37.3,33,32.4,94,38.8,144,34.8,94,69.1,180,3.5,17
27,Purdue,4,B10,27,18-9,13-6,18,9,0.6667,13,6,0.6842,111.5,31,93.0,33,0.8899,27,51.4,98,48.6,107,18.7,163,16.9,283,32.2,47,24.1,34,32.2,157,30.3,147,52.1,79,49.7,164,33.5,179,31.5,56,37.5,171,45.7,337,67.5,257,3.7,16
28,St. Bonaventure,9,A10,20,16-4,11-4,16,4,0.8,11,4,0.7333,110.1,43,91.9,23,0.8895,28,50.5,140,45.5,14,16.9,71,19.5,129,33.6,31,28.4,192,27.8,269,28.3,96,49.3,187,45.1,23,35.4,91,30.6,30,31.9,295,43.2,321,65.5,322,1.9,32
29,LSU,8,SEC,27,18-9,11-6,18,9,0.6667,11,6,0.6471,118.9,6,99.8,139,0.8823,29,52.8,60,48.5,100,16.1,35,18.4,193,31.5,65,32.8,325,33.9,113,29.1,114,53.0,52,51.3,239,35.0,108,30.0,20,37.1,181,44.3,330,71.4,80,2.2,28
30,Oregon,7,P12,26,20-6,14-4,20,6,0.7692,14,4,0.7778,114.1,17,96.1,73,0.8779,30,54.4,30,50.1,174,16.8,63,20.3,86,28.3,155,27.2,143,26.8,295,27.1,60,52.9,57,49.9,173,37.9,19,33.6,153,38.0,162,39.2,241,68.1,225,4.8,11
31,UCLA,11,P12,27,18-9,13-6,18,9,0.6667,13,6,0.6842,114.7,15,96.7,82,0.8766,31,52.1,80,50.8,200,16.5,53,17.6,250,31.0,76,24.6,51,32.5,152,28.1,91,50.3,142,49.6,160,37.2,35,35.1,238,31.5,301,38.6,223,65.4,326,2.6,24
32,Florida,7,SEC,23,14-9,9-7,14,9,0.6087,9,7,0.5625,110.4,42,93.4,35,0.8724,32,52.5,68,47.5,56,20.7,263,20.6,76,30.8,82,31.6,295,33.8,116,34.8,255,51.9,84,48.4,123,35.7,75,30.6,30,33.8,261,35.3,105,69.5,155,1.2,40
33,Oklahoma St.,4,B12,28,20-8,11-7,20,8,0.7143,11,7,0.6111,109.1,54,92.3,27,0.8719,33,52.2,76,47.2,49,21.4,292,19.3,135,31.9,56,30.2,260,36.4,58,30.5,152,52.9,57,46.9,72,33.8,160,31.7,66,31.9,295,37.4,177,72.7,37,4.8,10
35,Georgia Tech,9,ACC,25,17-8,11-6,17,8,0.68,11,6,0.6471,112.7,24,95.6,64,0.8692,35,53.9,40,52.2,263,15.9,30,22.8,15,24.8,250,29.9,249,29.0,239,28.9,111,54.8,24,50.7,213,34.9,112,36.7,308,37.0,186,34.6,89,68.6,207,1.8,33
36,North Carolina,8,ACC,28,18-10,10-6,18,10,0.6429,10,6,0.625,107.9,67,91.9,24,0.8636,36,48.5,242,48.7,113,20.6,258,19.3,135,41.3,1,26.3,110,34.9,82,27.1,60,48.9,207,46.8,68,31.7,267,34.4,209,28.2,333,38.2,210,72.8,33,2.4,25
37,Missouri,9,SEC,25,16-9,8-8,16,9,0.64,8,8,0.5,110.7,38,94.3,48,0.8635,37,50.9,123,48.5,100,18.9,169,18.4,193,28.6,147,29.2,223,37.5,38,36.4,284,52.6,68,48.3,116,32.0,253,32.7,113,37.5,171,33.0,41,69.5,155,2.1,29
39,Oklahoma,8,B12,25,15-10,9-8,15,10,0.6,9,8,0.5294,111.1,37,94.7,54,0.8626,39,50.8,126,48.9,120,15.8,26,18.7,167,27.3,185,27.5,157,29.1,236,22.8,12,50.8,121,46.3,51,33.8,160,35.4,255,39.0,135,38.1,204,68.5,208,0.28,49
40,Utah St.,11,MWC,27,19-8,15-4,19,8,0.7037,15,4,0.7895,104.4,120,89.0,5,0.8611,40,49.8,180,45.6,15,19.7,210,19.7,113,35.3,16,21.3,5,29.4,230,26.1,47,49.6,176,42.9,4,33.6,175,33.0,127,32.5,287,40.2,269,69.9,140,-1.1,67
41,Maryland,10,B10,28,15-13,9-11,15,13,0.5357,9,11,0.45,110.1,44,94.2,45,0.8572,41,52.6,65,48.5,100,16.8,63,16.9,283,20.9,327,24.8,56,32.6,150,25.6,39,52.8,62,46.4,53,34.9,112,34.3,202,43.0,45,41.8,303,66.3,300,0.06,53
43,VCU,10,A10,26,19-7,10-4,19,7,0.7308,10,4,0.7143,104.2,123,89.6,8,0.8505,43,50.9,123,45.8,22,20.7,263,23.6,9,28.5,152,31.4,288,34.0,107,35.4,268,51.7,92,45.9,40,32.9,210,30.5,27,34.9,238,35.1,100,70.9,96,1.0,42
44,Clemson,7,ACC,23,16-7,10-6,16,7,0.6957,10,6,0.625,105.2,111,90.5,14,0.8484,44,50.4,150,48.8,117,19.5,195,21.6,46,26.6,201,26.5,119,23.6,336,29.6,131,49.2,193,47.4,87,34.6,126,33.8,167,43.9,39,40.4,272,65.4,326,2.9,23
47,Rutgers,10,B10,26,15-11,10-10,15,11,0.5769,10,10,0.5,106.6,87,91.9,25,0.846,47,50.2,167,47.7,64,16.4,52,18.9,153,27.4,182,29.3,227,27.7,277,33.2,209,51.9,84,47.4,87,31.1,288,32.1,82,32.7,284,35.6,113,68.7,203,1.8,36
49,Syracuse,11,ACC,25,16-9,9-7,16,9,0.64,9,7,0.5625,112.2,26,97.3,91,0.8381,49,50.7,130,48.5,100,16.0,33,20.8,65,30.3,96,33.8,339,28.4,255,25.1,36,50.8,121,49.2,145,33.8,160,31.7,66,39.2,129,43.9,326,70.1,129,0.5,46
51,Virginia Tech,10,ACC,21,15-6,9-4,15,6,0.7143,9,4,0.6923,108.8,58,94.5,52,0.8344,51,52.5,68,48.4,94,17.3,88,17.6,250,28.4,154,24.3,38,33.2,125,30.9,159,51.7,92,47.6,96,35.7,75,33.0,127,41.0,77,39.3,244,67.4,259,0.9,45
56,Colgate,14,Pat,15,14-1,11-1,14,1,0.9333,11,1,0.9167,112.4,25,98.0,105,0.829,56,57.0,5,45.6,15,13.7,4,16.6,299,28.2,159,25.4,76,31.0,179,25.0,31,55.4,16,49.4,153,40.0,3,26.1,1,35.9,216,37.0,161,72.8,33,0.37,48
57,Georgetown,12,BE,25,13-12,7-9,13,12,0.52,7,9,0.4375,107.2,79,93.7,40,0.8241,57,49.6,190,48.0,76,21.7,307,16.2,311,32.4,45,27.3,147,30.3,203,25.9,44,46.1,295,47.4,87,36.6,50,32.6,107,38.8,144,39.7,257,70.6,104,-1.1,66
66,Michigan St.,11,B10,28,15-13,9-11,15,13,0.5357,9,11,0.45,106.1,94,94.4,50,0.7923,66,48.1,259,48.0,76,18.8,167,15.2,332,30.5,89,26.4,116,31.3,174,36.8,292,48.1,240,48.0,107,32.1,249,32.1,82,33.9,257,33.7,63,69.5,155,1.2,41
67,UC Santa Barbara,12,BW,24,20-4,15-3,20,4,0.8333,15,3,0.8333,108.1,64,96.2,75,0.7921,67,53.0,56,47.7,64,16.5,53,20.8,65,28.2,159,24.5,46,35.5,72,28.0,86,53.4,47,46.6,60,34.8,116,33.4,144,33.8,261,30.9,15,66.6,292,0.12,52
69,Drake,11,MVC,28,24-4,15-3,24,4,0.8571,15,3,0.8333,111.3,35,99.5,131,0.7832,69,54.2,35,48.0,76,15.4,13,18.6,176,31.6,63,25.1,67,25.0,321,30.1,141,53.9,37,49.4,153,36.6,50,30.3,24,31.5,301,35.7,117,67.4,259,1.8,35
71,Wichita St.,11,Amer,20,14-6,11-2,14,6,0.7,11,2,0.8462,108.3,62,97.0,85,0.78,71,47.1,288,47.0,43,15.8,26,18.2,204,29.8,109,33.3,333,38.2,29,29.2,116,44.6,323,47.2,82,33.8,160,31.1,47,40.7,84,38.1,204,68.2,219,1.3,38
77,Oregon St.,12,P12,28,16-12,10-10,16,12,0.5714,10,10,0.5,109.1,53,98.4,113,0.7667,77,48.7,226,50.4,187,17.2,80,18.5,187,29.8,109,29.4,230,34.0,107,38.2,304,46.9,275,52.5,268,34.6,126,31.4,54,35.5,226,37.7,185,66.1,307,0.38,47
78,Ohio,13,MAC,22,15-7,9-5,15,7,0.6818,9,5,0.6429,111.8,29,101.0,167,0.7637,78,55.8,13,51.1,215,17.0,75,20.0,98,28.7,144,27.4,152,29.6,226,30.2,145,56.4,11,51.6,248,36.6,50,33.7,161,38.7,151,40.0,264,70.3,119,-2.0,80
82,North Texas,13,CUSA,25,16-9,9-5,16,9,0.64,9,5,0.6429,103.7,129,94.0,43,0.7551,82,54.0,38,45.7,20,20.4,249,21.4,53,27.9,169,26.9,136,27.2,281,31.7,175,52.9,57,44.8,15,37.3,33,31.6,59,37.2,178,34.2,71,64.2,339,-2.4,90
87,Winthrop,12,BSth,24,23-1,17-1,23,1,0.9583,17,1,0.9444,104.8,113,96.0,71,0.7326,87,53.0,56,49.0,126,19.5,195,22.5,21,35.6,13,22.2,10,35.7,69,33.8,230,53.0,52,49.2,145,35.3,96,32.4,94,39.3,124,36.4,138,74.7,11,1.0,43
89,Abilene Christian,14,Slnd,23,19-4,13-2,19,4,0.8261,13,2,0.8667,100.9,176,92.6,28,0.7292,89,52.9,58,45.4,11,19.4,190,26.7,1,30.6,87,27.9,169,34.0,107,42.5,334,50.8,121,46.3,51,37.7,21,29.1,12,36.5,198,34.0,69,70.8,99,-1.1,64
91,Grand Canyon,15,WAC,20,14-6,9-3,14,6,0.7,9,3,0.75,103.6,131,95.5,63,0.7176,91,52.8,60,44.7,6,20.4,249,16.5,301,33.0,35,22.8,17,34.5,90,29.4,123,55.4,16,44.8,15,32.2,244,29.7,15,36.2,208,39.3,244,66.2,304,-2.9,100
94,Eastern Washington,14,BSky,22,15-7,12-3,15,7,0.6818,12,3,0.8,107.9,66,99.7,135,0.7148,94,54.1,37,47.5,56,16.5,53,16.5,301,23.9,277,25.6,81,30.4,200,27.7,76,54.2,31,47.6,96,35.9,71,31.6,59,39.6,113,35.4,108,73.1,30,-3.1,110
95,Liberty,13,ASun,24,19-5,11-2,19,5,0.7917,11,2,0.8462,109.1,52,100.8,163,0.7135,95,57.4,4,48.0,76,15.6,17,17.3,266,23.1,298,22.4,13,25.5,314,29.6,131,56.8,9,47.8,104,38.8,10,32.2,86,47.5,15,36.1,128,64.4,337,-1.7,76
118,UNC Greensboro,13,SC,29,21-8,13-5,21,8,0.7241,13,5,0.7222,101.6,159,97.4,96,0.6196,118,48.2,253,48.1,86,15.6,17,21.0,58,32.4,45,25.9,91,23.8,332,36.4,284,50.3,142,48.3,116,30.0,312,31.9,75,38.9,139,42.1,307,69.2,173,-3.4,116
130,Drexel,16,CAA,19,12-7,4-5,12,7,0.6316,4,5,0.4444,106.2,92,103.6,219,0.5697,130,54.3,33,49.6,144,19.6,204,16.4,303,29.4,118,24.3,38,28.5,252,27.2,65,53.5,46,50.4,200,37.2,35,32.1,82,35.7,221,34.4,80,65.3,328,-4.5,143
139,Morehead St.,14,OVC,28,21-7,17-3,21,7,0.75,17,3,0.85,98.1,232,96.1,72,0.5591,139,51.9,87,47.0,43,22.9,332,18.0,220,31.3,68,24.9,60,36.8,48,23.1,13,51.8,90,47.6,96,34.7,122,30.7,34,34.5,247,41.4,299,66.5,298,-1.9,78
143,Iona,15,MAAC,17,12-5,6-3,12,5,0.7059,6,3,0.6667,100.7,180,98.8,116,0.5571,143,51.2,110,45.6,15,22.5,326,19.6,121,33.5,32,26.2,105,36.1,65,46.3,342,49.9,161,45.8,35,35.5,86,30.1,21,37.6,169,37.9,196,69.3,167,-3.2,113
156,Oral Roberts,15,Sum,23,13-10,10-5,13,10,0.5652,10,5,0.6667,107.5,72,106.7,275,0.5216,156,53.6,46,50.4,187,15.7,22,18.2,204,23.2,295,33.0,328,27.8,269,33.1,208,49.7,170,49.0,135,38.8,10,35.6,265,45.9,22,32.0,29,72.3,50,-4.9,152
176,Cleveland St.,15,Horz,26,19-7,16-4,19,7,0.7308,16,4,0.8,99.2,214,99.7,136,0.4854,176,50.6,133,48.9,120,18.5,150,20.3,86,30.9,78,31.9,308,31.9,163,37.2,295,52.1,79,50.9,222,31.9,256,30.8,36,34.3,249,42.5,312,67.1,276,-2.7,96
190,Hartford,16,AE,23,15-8,8-6,15,8,0.6522,8,6,0.5714,96.7,260,99.2,125,0.4267,190,50.4,150,47.6,61,19.0,175,20.4,83,24.9,246,28.8,211,28.6,247,25.0,31,51.3,104,50.7,213,32.7,219,28.7,9,42.5,50,40.7,284,67.8,241,-4.9,151
209,Norfolk St.,16,MEAC,22,15-7,8-4,15,7,0.6818,8,4,0.6667,98.4,227,102.7,200,0.3773,209,49.3,202,46.6,33,17.7,106,20.7,71,28.5,152,29.1,219,37.6,36,41.2,327,45.5,309,46.9,72,37.4,28,30.8,36,35.7,221,45.9,339,68.8,196,-5.0,153
212,Mount St. Mary's,16,NEC,23,12-11,9-7,12,11,0.5217,9,7,0.5625,95.0,279,99.9,140,0.359,212,48.6,234,45.4,11,20.1,233,16.0,318,31.3,68,24.9,60,29.8,219,25.0,31,47.7,255,45.2,25,33.4,183,30.6,30,36.7,192,32.5,36,62.8,346,-7.2,207
213,Texas Southern,16,SWAC,24,16-8,10-3,16,8,0.6667,10,3,0.7692,97.9,234,103.0,205,0.3588,213,48.2,253,46.4,29,21.1,283,19.2,142,32.6,40,26.1,101,38.7,25,33.8,230,50.4,137,45.2,25,28.2,341,32.2,86,27.7,336,38.2,210,72.2,53,-4.4,141
225,Appalachian St.,16,SB,25,13-12,7-8,13,12,0.52,7,8,0.4667,97.5,243,103.7,224,0.33,225,46.9,293,50.0,169,17.7,106,19.8,107,28.2,159,30.2,260,32.7,144,23.7,20,46.4,288,49.6,160,31.7,267,33.7,161,44.5,32,37.6,180,66.3,300,-7.6,223
