Rk,Team,Seed,Conf,G,Rec,Wins,Losses,WinPct,AdjO,Rk_AdjO,AdjD,Rk_AdjD,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
11,Southern Methodist,6,Amer,34,30-4,30,4,0.8824,118.8,13,93.7,25,0.9389,11,54.7,30,45.7,20,17.0,66,18.3,184,37.5,8,26.3,53,36.5,145,24.5,7,51.2,91,43.5,13,40.6,4,32.2,39,36.3,178,45.3,344,65.0,331,6.5,11
12,Wichita State,10,MVC,33,29-4,29,4,0.8788,116.9,18,92.8,21,0.934,12,54.7,30,43.9,4,15.9,24,19.8,94,33.9,42,24.2,8,40.9,43,35.2,178,51.0,98,42.3,7,40.7,3,31.0,19,36.4,173,38.8,255,70.5,113,4.2,24
13,Purdue,4,B10,32,25-7,25,7,0.7812,116.1,23,92.3,18,0.9334,13,55.7,16,46.7,31,18.4,157,17.0,267,30.9,110,24.5,14,34.3,209,22.7,3,52.5,48,45.8,48,40.6,4,32.3,45,38.0,134,33.2,61,70.5,113,5.6,19
14,Saint Mary's,7,WCC,32,28-4,28,4,0.875,118.3,14,94.2,28,0.9317,14,57.9,4,45.2,14,17.3,83,15.4,331,33.4,53,21.4,1,26.6,343,25.5,9,56.5,8,45.1,31,39.9,14,30.3,10,41.6,52,28.2,6,60.8,350,4.0,25
15,Baylor,3,B12,31,24-7,24,7,0.7742,116.0,24,92.5,20,0.931,15,52.7,72,45.2,14,20.7,308,16.9,273,40.0,3,29.7,201,34.2,214,30.4,58,52.5,48,44.2,19,35.3,156,31.4,25,33.9,236,34.4,109,64.8,332,7.8,7
16,Cincinnati,6,Amer,34,29-5,29,5,0.8529,113.6,35,91.2,7,0.9259,16,51.7,111,44.7,7,15.2,10,20.8,42,35.8,19,29.6,191,32.5,263,29.6,50,51.8,72,41.0,4,34.3,198,34.1,122,36.4,173,36.8,195,65.7,319,5.7,18
17,Michigan,7,B10,35,24-11,24,11,0.6857,121.6,5,97.9,68,0.9236,17,56.9,8,51.7,218,14.6,5,20.1,72,25.3,294,29.4,182,30.5,297,27.5,27,56.7,6,49.7,188,38.1,45,37.8,306,45.1,17,28.7,9,64.0,343,3.8,27
18,Wisconsin,8,B10,34,25-9,25,9,0.7353,113.5,36,91.5,9,0.9225,18,51.7,111,47.3,42,16.8,59,19.9,90,35.5,21,25.4,31,32.0,271,26.4,15,50.8,106,42.6,8,35.5,149,37.7,303,36.7,164,33.4,68,64.5,338,5.1,21
19,Notre Dame,5,ACC,34,25-9,25,9,0.7353,119.5,11,96.4,49,0.9222,19,54.0,41,49.0,103,13.9,1,18.8,156,27.4,234,31.0,249,28.2,328,26.6,17,51.3,88,48.1,125,38.6,30,33.7,96,40.8,69,34.5,114,68.5,228,5.9,16
20,Oregon,3,P12,33,28-5,28,5,0.8485,116.0,26,93.7,26,0.9206,20,55.6,17,46.1,25,17.0,66,20.1,72,32.0,74,29.8,204,34.4,204,26.6,17,54.8,18,45.8,48,37.9,51,31.1,20,39.1,106,37.2,209,68.5,228,6.0,15
21,Iowa State,5,B12,33,23-10,23,10,0.697,118.1,15,95.6,42,0.9187,21,54.8,27,49.0,103,14.1,3,20.0,80,26.1,278,32.0,287,27.6,335,25.7,10,51.2,91,47.1,82,40.2,10,34.8,158,39.5,95,35.6,152,69.6,173,6.4,12
22,Oklahoma State,10,B12,31,19-12,19,12,0.6129,125.1,1,101.4,122,0.9175,22,53.8,45,52.8,274,18.3,149,20.8,42,38.0,6,32.2,288,37.8,105,45.6,334,50.0,141,52.5,290,40.3,8,35.5,193,36.1,180,34.3,102,73.0,32,3.3,31
23,Arizona,2,P12,34,30-4,30,4,0.8824,116.3,20,94.3,29,0.9173,23,53.7,49,47.1,35,17.0,66,17.7,220,33.3,54,26.2,49,41.0,39,29.2,43,51.0,98,47.9,116,39.8,15,30.6,12,30.8,296,36.6,188,67.0,287,7.9,6
24,Florida State,3,ACC,33,25-8,25,8,0.7576,116.0,25,94.3,30,0.9154,24,53.9,43,47.4,45,16.3,41,19.8,94,34.0,39,30.4,230,37.7,109,37.3,218,54.1,25,45.1,31,35.6,138,34.4,132,31.3,291,36.1,169,72.6,43,5.9,17
25,UCLA,3,P12,33,29-4,29,4,0.8788,121.7,4,99.2,87,0.913,25,59.5,1,48.4,79,15.4,13,16.2,306,29.4,171,28.3,134,26.9,340,25.8,11,58.8,3,45.0,28,40.5,6,36.2,243,37.6,146,36.0,167,75.4,9,6.7,10
26,Creighton,6,BE,33,24-9,24,9,0.7273,115.6,29,95.3,40,0.9023,26,58.0,2,50.0,149,17.1,73,19.6,109,24.1,319,29.7,201,27.9,331,28.6,36,56.7,6,49.9,198,40.1,13,33.4,82,35.9,183,36.8,195,72.6,43,4.2,23
27,Butler,4,BE,31,23-8,23,8,0.7419,117.5,16,97.0,58,0.9014,27,54.6,33,50.7,181,15.1,9,20.1,72,28.1,212,27.8,109,36.2,152,37.5,221,54.6,21,51.0,235,36.3,107,33.4,82,37.5,150,37.6,222,67.0,287,5.5,20
28,Miami (FL),8,ACC,32,21-11,21,11,0.6562,110.7,55,92.3,17,0.8904,28,51.2,143,47.2,39,19.6,246,18.3,184,33.7,46,27.9,114,34.3,209,28.8,39,49.9,147,45.9,55,35.9,132,33.1,73,32.7,261,34.6,118,64.7,334,2.9,32
29,Kansas State,11,B12,34,21-13,21,13,0.6176,112.2,44,93.6,24,0.889,29,52.9,66,49.1,111,19.3,230,22.1,18,29.6,158,32.3,293,41.5,32,33.0,116,52.2,55,44.9,26,36.1,117,38.1,319,36.4,173,34.2,98,67.4,272,1.6,40
30,Marquette,10,BE,31,19-12,19,12,0.6129,121.4,6,101.6,126,0.8853,30,57.6,6,51.9,227,17.1,73,18.5,172,27.3,241,28.9,163,31.1,284,35.9,193,52.7,46,50.2,213,43.0,1,36.9,276,41.1,63,34.1,93,71.5,78,0.6,49
31,South Carolina,7,SEC,31,21-10,21,10,0.6774,105.2,139,88.3,3,0.8822,31,46.7,315,45.0,12,19.0,210,24.5,4,33.8,44,31.6,275,39.9,63,46.7,337,45.0,316,45.3,35,33.4,241,29.6,5,33.7,241,33.9,85,69.6,173,1.7,39
32,Wake Forest,11,ACC,33,19-14,19,14,0.5758,121.8,3,102.4,147,0.8803,32,54.1,38,52.7,269,16.4,43,16.2,306,30.7,118,27.7,106,40.7,45,38.0,230,52.1,58,52.1,273,38.5,31,35.8,216,35.7,192,38.8,255,72.0,60,1.3,45
33,Vanderbilt,9,SEC,34,19-15,19,15,0.5588,112.8,41,95.2,37,0.8751,33,52.3,87,47.9,60,18.3,149,16.0,314,25.0,298,27.1,78,34.9,183,30.6,66,48.3,216,46.7,70,37.7,55,33.6,90,48.6,6,33.2,61,67.0,287,0.08,54
34,Minnesota,5,B10,33,24-9,24,9,0.7273,108.3,86,91.8,12,0.8692,34,48.6,248,44.9,11,16.2,36,17.7,220,30.1,140,30.0,209,39.5,70,28.7,38,47.3,258,44.5,23,34.5,190,30.5,11,29.7,316,33.5,75,70.9,98,3.7,28
35,Xavier,11,BE,34,21-13,21,13,0.6176,114.5,33,97.3,64,0.8658,35,51.6,118,51.8,220,18.6,179,17.8,213,35.2,25,25.0,24,41.2,36,33.7,139,52.0,64,52.5,290,34.0,216,33.8,103,36.4,173,39.2,271,68.7,217,1.6,42
36,Northwestern,8,B10,34,23-11,23,11,0.6765,111.1,51,94.7,33,0.8626,36,49.7,206,46.0,23,15.9,24,18.0,200,30.9,110,30.7,240,30.8,288,35.5,185,48.9,195,43.9,17,34.1,210,33.5,87,35.8,187,34.4,109,66.7,299,2.0,35
39,Maryland,6,B10,31,23-8,23,8,0.7419,113.0,39,97.3,63,0.8478,39,52.6,76,47.1,35,19.1,216,17.9,207,30.6,120,32.3,293,38.6,83,32.2,97,50.9,102,45.3,35,36.7,90,34.0,115,40.8,69,32.5,44,68.6,223,3.7,29
40,Rhode Island,11,A10,33,24-9,24,9,0.7273,110.2,62,94.9,34,0.8477,40,50.7,173,44.7,7,16.6,48,19.5,113,33.1,58,29.3,176,39.6,69,45.4,333,50.5,117,45.3,35,34.0,216,29.0,2,32.0,279,29.8,17,67.8,259,0.48,50
41,Michigan State,9,B10,33,19-14,19,14,0.5758,109.7,66,94.6,32,0.8461,41,53.9,43,46.3,27,20.7,308,16.1,311,29.3,176,27.3,88,33.8,226,35.1,174,52.4,51,43.5,13,37.6,58,34.7,150,37.9,135,32.7,49,68.2,240,0.38,51
45,Virginia Tech,9,ACC,32,22-10,22,10,0.6875,116.5,19,101.4,119,0.8311,45,57.0,7,50.9,193,17.2,80,16.6,293,23.4,323,29.9,206,40.5,52,26.9,22,54.8,18,49.1,162,40.3,8,36.0,227,39.9,86,35.4,142,70.1,134,3.3,30
48,Middle Tennessee,12,CUSA,33,29-4,29,4,0.8788,110.4,59,96.3,47,0.8279,48,54.3,35,47.4,45,15.6,15,20.2,67,30.2,137,24.3,13,29.7,307,37.9,227,53.8,28,46.8,74,37.0,80,32.5,54,30.3,305,35.4,142,65.7,319,2.2,34
49,Dayton,7,A10,30,23-7,23,7,0.7667,110.5,58,96.5,51,0.8252,49,54.2,36,47.7,57,17.1,73,20.8,42,25.8,283,27.0,74,43.7,12,34.6,161,51.8,72,47.2,84,38.7,27,32.4,47,38.4,124,39.4,277,69.8,156,1.6,41
50,Arkansas,8,SEC,34,25-9,25,9,0.7353,115.4,31,101.1,114,0.8195,50,51.5,123,48.2,74,16.4,43,18.3,184,32.4,69,33.5,326,38.8,79,39.3,257,50.2,131,47.2,84,36.4,102,33.2,77,29.8,315,37.4,215,70.9,98,3.9,26
53,Providence,11,BE,33,20-13,20,13,0.6061,107.9,95,95.0,36,0.8116,53,51.4,128,49.6,124,18.4,157,20.3,58,26.4,271,28.6,149,38.1,92,30.5,64,49.1,183,49.9,198,37.1,74,32.8,65,35.9,183,34.3,102,67.7,262,0.6,48
54,Seton Hall,9,BE,32,21-11,21,11,0.6562,108.6,79,95.8,44,0.8082,54,50.2,184,49.0,103,19.4,236,17.6,227,35.3,24,25.4,31,37.9,102,36.1,198,50.0,141,48.0,121,33.7,228,34.0,115,30.9,295,34.3,102,68.8,214,2.6,33
58,VCU,10,A10,34,26-8,26,8,0.7647,107.9,94,95.8,45,0.797,58,51.1,150,47.1,35,17.9,116,21.0,33,31.4,95,27.5,96,36.3,148,39.8,269,51.5,83,45.5,43,33.4,241,33.8,103,29.7,316,31.3,28,69.8,156,1.4,43
59,Nevada,12,MWC,34,28-6,28,6,0.8235,113.5,37,101.1,112,0.7905,59,52.7,72,47.9,60,15.7,19,15.9,317,30.6,120,26.2,49,41.8,30,28.1,32,49.3,175,48.9,153,38.5,31,30.7,13,40.2,79,35.4,142,71.1,88,1.8,37
62,UNC Wilmington,12,CAA,32,27-5,27,5,0.8438,117.1,17,104.6,197,0.7854,62,55.2,23,53.1,290,13.9,1,20.3,58,32.5,68,28.8,157,30.9,285,39.4,260,56.1,9,54.2,326,36.0,129,33.7,96,41.8,49,29.4,13,71.4,82,1.7,38
63,Princeton,12,Ivy,28,22-6,22,6,0.7857,108.1,91,96.6,52,0.7848,63,53.5,55,48.9,96,15.2,10,20.6,50,24.2,315,24.7,20,24.9,350,31.7,83,50.4,120,47.2,84,38.1,45,34.4,132,45.9,13,37.3,212,64.3,340,-0.29,56
66,USC,11,P12,34,25-9,25,9,0.7353,111.8,46,100.1,98,0.7818,66,51.8,107,49.9,142,15.6,15,17.9,207,31.2,100,31.1,253,37.5,117,24.1,5,50.3,124,47.0,81,36.3,107,36.7,269,36.0,182,36.6,188,70.2,127,1.4,44
69,Vermont,13,AE,33,28-5,28,5,0.8485,109.5,67,98.6,76,0.7701,69,55.4,19,48.2,74,17.1,73,19.7,103,30.1,140,26.9,69,34.9,183,26.6,17,55.6,12,46.7,70,36.7,90,34.5,138,31.5,288,30.3,21,65.9,314,0.9,46
71,East Tennessee State,13,SC,32,25-7,25,7,0.7812,106.9,108,96.8,56,0.7592,71,56.1,13,48.5,82,20.6,305,22.0,19,30.0,143,27.1,78,43.8,11,37.8,224,55.4,15,45.3,35,38.2,43,35.6,198,35.2,206,39.4,277,71.6,71,-0.6,59
84,Bucknell,13,Pat,34,26-8,26,8,0.7647,107.5,102,99.5,90,0.7089,84,55.4,19,48.0,65,18.8,196,19.7,103,26.8,261,27.4,91,37.2,130,32.7,113,54.6,21,46.5,65,37.7,55,34.0,115,38.6,119,31.8,35,71.3,84,-2.0,76
89,New Mexico State,14,WAC,30,25-5,25,5,0.8333,109.0,72,101.8,132,0.6879,89,52.8,70,47.4,45,19.7,256,19.2,137,36.0,18,28.3,134,44.1,10,35.3,182,54.5,24,48.7,142,33.4,241,30.0,7,39.1,106,33.2,61,68.9,213,-0.13,55
114,Florida Gulf Coast,14,ASun,30,23-7,23,7,0.7667,108.5,81,103.9,177,0.6217,114,54.1,38,49.1,111,18.1,135,17.3,250,34.6,31,29.6,191,34.0,220,34.8,167,55.6,12,50.3,218,34.0,216,31.4,25,31.8,280,38.0,234,66.8,297,-1.6,68
119,Winthrop,13,BSth,30,24-6,24,6,0.8,105.4,134,101.8,131,0.6012,119,53.7,49,46.4,28,17.9,116,18.7,159,27.0,254,28.7,153,38.9,76,33.8,144,51.2,91,45.7,45,38.0,47,31.8,32,43.6,29,35.4,142,72.3,52,-1.7,69
125,Iona,14,MAAC,34,22-12,22,12,0.6471,108.7,77,105.3,206,0.5897,125,53.4,57,49.6,124,16.5,46,18.0,200,26.9,256,31.7,276,31.2,282,33.4,129,49.3,175,47.2,84,39.7,16,36.0,227,40.0,84,35.5,147,71.8,66,-5.6,120
142,Troy,15,SB,34,20-14,20,14,0.5882,108.8,74,107.0,240,0.5469,142,51.8,107,49.9,142,17.6,99,17.7,220,30.6,120,29.6,191,40.6,48,32.6,108,50.8,106,49.5,174,35.5,149,33.7,96,40.3,76,39.5,285,69.4,188,-7.9,169
146,Kent State,14,MAC,34,21-13,21,13,0.6176,103.8,158,102.5,150,0.5383,146,48.1,270,49.6,124,18.1,135,19.3,129,38.1,5,30.0,209,33.0,249,34.2,155,48.6,203,47.9,116,31.4,320,35.0,171,35.1,210,35.7,160,69.7,165,-7.0,150
149,Northern Kentucky,15,Horz,32,22-10,22,10,0.6875,105.6,128,104.3,188,0.536,149,52.9,66,49.8,138,19.0,210,17.0,267,31.3,98,26.3,53,37.3,124,30.0,54,51.9,68,50.1,208,36.1,117,32.8,65,42.4,41,33.7,77,69.3,193,-4.8,105
158,NC Central,16,MEAC,31,22-9,22,9,0.7097,101.4,214,100.7,104,0.5176,158,51.3,135,45.3,16,17.8,111,19.8,94,31.6,85,31.2,257,34.2,214,28.0,31,52.7,46,46.1,57,32.7,270,29.2,3,38.2,129,35.6,152,68.0,251,-5.0,108
166,North Dakota,15,BSky,28,19-9,19,9,0.6786,102.1,199,102.6,152,0.4861,166,53.4,57,50.3,160,18.7,188,20.0,80,26.2,277,27.9,114,36.6,144,39.4,260,51.6,79,49.4,170,38.4,34,34.8,158,30.1,307,32.6,48,72.4,49,-5.2,114
176,Jacksonville State,15,OVC,32,18-14,18,14,0.5625,104.0,157,104.8,199,0.4763,176,52.4,83,49.3,119,20.7,308,16.8,280,31.5,91,28.0,117,33.8,226,34.8,167,50.9,102,44.7,25,36.7,90,37.9,313,36.6,168,37.5,220,65.2,328,-7.9,168
192,New Orleans,16,Slnd,29,17-12,17,12,0.5862,99.3,255,101.4,121,0.4393,192,50.2,184,50.3,160,23.7,349,22.4,13,36.1,17,32.6,308,42.8,16,34.7,163,51.6,79,51.8,260,30.7,327,31.9,33,24.8,348,36.7,192,67.7,262,-6.2,136
200,South Dakota State,16,Sum,32,16-16,16,16,0.5,108.6,78,111.7,313,0.4207,200,53.8,45,54.0,315,18.3,149,16.3,305,27.4,234,28.8,157,40.6,48,27.1,24,53.4,35,52.4,289,36.1,117,37.3,292,46.0,11,45.9,347,68.6,223,-9.7,200
201,UC Davis,16,BW,33,21-12,21,12,0.6364,97.8,279,100.7,103,0.4192,201,48.8,238,48.1,70,20.3,289,19.8,94,29.4,171,28.1,123,41.2,36,33.1,119,47.1,263,48.0,121,35.0,172,32.2,39,31.4,290,36.4,181,70.2,127,-7.4,159
203,Mount St. Mary's,16,NEC,35,20-15,20,15,0.5714,98.6,265,101.7,130,0.4123,203,51.3,135,49.7,131,19.4,236,21.7,22,23.0,327,34.5,337,32.7,260,33.0,116,49.5,166,49.2,164,36.1,117,34.0,115,36.9,158,27.3,4,68.3,236,-7.8,165
222,Texas Southern,16,SWAC,34,23-11,23,11,0.6765,101.7,209,106.7,228,0.3665,222,48.2,266,48.9,96,16.6,48,19.3,129,32.3,73,34.4,335,44.9,6,32.2,97,50.1,138,49.0,159,29.7,339,32.4,47,34.1,233,28.5,8,69.9,149,-4.3,97
