Rk_AdjEM,Team,Seed,Conf,W-L,Wins,Losses,WinPct,AdjEM,AdjO,Rk_AdjO,AdjD,Rk_AdjD,AdjT,Rk_AdjT,Luck,Rk_Luck,SOS_AdjEM,Rk_SOS_AdjEM,SOS_AdjO,Rk_SOS_AdjO,SOS_AdjD,Rk_SOS_AdjD,NCSOS_AdjEM,Rk_NCSOS_AdjEM
14,San Diego State,5,MWC,27-6,27,6,0.8181818181818182,20.25,111.9,64,91.7,10,66.0,252,0.047,73,8.96,34,110.4,15,101.4,58,7.47,16
15,Baylor,3,B12,22-10,22,10,0.6875,19.98,121.9,2,101.9,104,66.6,217,0.032,96,12.93,3,110.8,9,97.9,3,1.92,110
16,Xavier,3,BE,25-9,25,9,0.7352941176470589,19.69,119.3,9,99.6,70,70.4,39,-0.004,208,9.78,23,110.3,19,100.5,35,3.89,70
17,West Virginia,9,B12,19-14,19,14,0.5757575757575758,19.14,117.1,15,98.0,52,68.9,104,-0.054,299,12.74,5,111.0,6,98.2,4,2.26,97
18,Utah State,10,MWC,26-8,26,8,0.7647058823529411,18.88,117.8,13,98.9,64,68.8,108,0.008,166,7.68,56,108.8,57,101.1,55,3.52,78
19,Memphis,8,Amer,26-8,26,8,0.7647058823529411,18.69,114.7,26,96.0,35,71.8,17,-0.037,271,7.22,63,108.5,68,101.3,57,6.59,24
20,Arkansas,8,SEC,20-13,20,13,0.6060606060606061,18.63,112.6,51,94.0,16,69.7,54,-0.072,327,9.9,19,109.9,26,100.0,24,3.73,75
21,Duke,5,ACC,26-8,26,8,0.7647058823529411,18.49,113.2,42,94.8,24,65.3,288,0.059,52,6.78,68,109.8,30,103.0,83,2.07,102
22,Maryland,8,B10,21-12,21,12,0.6363636363636364,18.37,114.1,35,95.8,33,64.6,312,-0.039,278,8.01,50,109.3,47,101.3,56,-3.92,285
23,Iowa State,6,B12,19-13,19,13,0.59375,18.33,109.9,96,91.6,8,64.3,326,-0.034,264,12.88,4,112.4,1,99.5,14,-1.29,203
24,Kansas State,3,B12,23-9,23,9,0.71875,18.31,112.5,52,94.2,19,70.2,40,0.036,90,10.4,15,109.3,44,98.9,7,-2.59,252
25,Texas A&M,7,SEC,25-9,25,9,0.7352941176470589,18.28,114.5,30,96.2,37,66.2,237,0.042,82,7.83,53,108.8,58,100.9,52,-2.46,243
26,Florida Atlantic,9,CUSA,31-3,31,3,0.9117647058823528,18.23,114.3,32,96.0,36,68.4,126,0.053,61,0.41,136,105.6,137,105.1,159,-2.52,248
27,TCU,6,B12,21-12,21,12,0.6363636363636364,18.06,112.4,53,94.3,20,69.8,49,-0.034,267,10.7,11,109.8,29,99.1,10,-7.05,336
28,Kentucky,6,SEC,21-11,21,11,0.65625,17.8,117.4,14,99.6,71,66.0,251,-0.014,232,8.65,40,109.4,43,100.7,46,0.8,145
29,Auburn,9,SEC,20-12,20,12,0.625,17.45,112.7,48,95.2,29,67.6,165,-0.029,257,9.73,24,109.5,40,99.7,17,3.89,69
30,Indiana,4,B10,22-11,22,11,0.6666666666666666,17.36,114.7,27,97.3,43,68.1,142,0.022,129,10.59,13,110.7,11,100.1,27,-3.4,271
31,Boise State,10,MWC,24-9,24,9,0.7272727272727273,17.13,111.0,78,93.8,14,66.5,219,0.013,153,7.6,57,109.5,38,101.9,68,1.37,126
32,Michigan State,7,B10,19-12,19,12,0.6129032258064516,16.71,113.4,41,96.7,40,64.9,304,0.015,147,12.27,7,112.3,2,100.0,23,5.71,37
33,Illinois,9,B10,20-12,20,12,0.625,16.48,112.2,58,95.7,32,69.4,71,-0.045,287,8.48,45,109.1,48,100.6,42,-6.02,323
34,Virginia,4,ACC,25-7,25,7,0.78125,16.41,111.2,74,94.8,25,61.6,360,0.045,78,5.59,78,108.5,69,102.9,81,1.84,111
36,USC,10,P12,22-10,22,10,0.6875,15.63,113.1,43,97.5,48,68.1,140,0.018,140,7.84,52,107.4,99,99.5,15,1.63,121
37,Iowa,8,B10,19-13,19,13,0.59375,15.6,120.5,3,104.9,167,69.5,66,-0.042,281,9.61,27,108.9,55,99.3,13,-2.09,234
39,Penn State,10,B10,22-13,22,13,0.6285714285714286,15.04,116.8,17,101.8,101,64.6,313,0.009,163,9.72,25,109.6,33,99.9,19,-4.72,303
40,Miami (FL),5,ACC,25-7,25,7,0.78125,14.91,118.2,12,103.3,132,68.9,105,0.017,141,4.75,85,108.0,86,103.2,91,-2.77,258
42,Northwestern,7,B10,21-11,21,11,0.65625,14.83,108.5,109,93.7,13,64.9,305,0.033,94,8.6,41,109.5,41,100.8,50,-4.22,291
43,Nevada,11,MWC,22-10,22,10,0.6875,14.79,112.0,61,97.2,42,66.1,245,0.013,152,7.7,55,109.4,42,101.7,65,3.81,73
44,Providence,11,BE,21-11,21,11,0.65625,14.73,116.8,16,102.1,108,66.9,195,-0.01,218,6.55,72,108.3,75,101.7,63,-8.98,354
49,Mississippi State,11,SEC,21-12,21,12,0.6363636363636364,14.12,105.5,164,91.3,6,63.8,334,0.008,164,7.59,59,108.6,65,101.0,53,-3.31,268
51,Missouri,7,SEC,24-9,24,9,0.7272727272727273,13.92,119.3,10,105.4,178,69.1,92,0.11,9,7.73,54,108.1,80,100.4,33,-4.68,302
55,NC State,11,ACC,23-10,23,10,0.696969696969697,13.31,113.9,37,100.6,85,69.1,89,0.03,102,4.81,84,108.6,67,103.8,102,-4.91,307
56,Oral Roberts,12,Sum,30-4,30,4,0.8823529411764706,13.25,115.3,23,102.0,107,70.5,38,0.103,11,-3.96,260,104.2,210,108.1,302,8.1,13
58,VCU,12,A10,27-7,27,7,0.7941176470588235,13.15,107.2,140,94.0,17,68.0,147,0.017,142,0.47,135,105.1,157,104.7,136,-1.78,226
66,Drake,12,MVC,27-7,27,7,0.7941176470588235,12.51,109.8,98,97.3,44,66.4,222,0.026,117,-1.65,194,104.0,225,105.7,180,-1.72,222
68,Arizona State,11,P12,22-12,22,12,0.6470588235294118,12.38,107.6,133,95.2,28,68.4,131,0.069,43,8.69,38,108.9,54,100.3,31,1.31,128
71,Kent State,13,MAC,28-6,28,6,0.8235294117647058,11.9,108.3,110,96.4,38,68.1,144,0.019,139,-1.42,189,106.3,114,107.7,288,3.47,80
73,Charleston,12,CAA,31-3,31,3,0.9117647058823528,11.76,111.4,70,99.6,75,71.0,29,0.052,64,-5.71,305,102.3,293,108.0,298,-1.96,232
74,Iona,13,MAAC,27-7,27,7,0.7941176470588235,11.71,110.9,79,99.1,67,68.9,102,-0.006,210,-3.8,254,102.6,287,106.4,209,4.29,59
77,Pittsburgh,11,ACC,22-11,22,11,0.6666666666666666,11.27,115.1,24,103.8,142,67.3,174,0.03,101,3.67,99,108.1,82,104.4,122,-2.92,260
89,Furman,13,SC,27-7,27,7,0.7941176470588235,8.43,114.2,33,105.8,183,68.5,124,0.0,195,-4.4,271,104.0,228,108.4,315,-2.07,233
92,Louisiana,13,SB,26-7,26,7,0.7878787878787878,8.2,112.2,57,104.0,146,68.4,130,0.077,35,-0.27,152,104.2,208,104.5,125,0.26,162
102,UC Santa Barbara,14,BW,27-7,27,7,0.7941176470588235,6.64,111.3,71,104.7,163,65.0,302,0.057,55,-2.38,217,102.8,280,105.2,160,-2.69,256
109,Grand Canyon,14,WAC,24-11,24,11,0.6857142857142857,5.99,112.3,54,106.3,198,65.2,293,0.042,84,0.99,126,104.7,182,103.7,100,0.09,171
110,Montana State,14,BSky,25-9,25,9,0.7352941176470589,5.75,105.4,170,99.6,73,66.5,221,0.082,31,-1.09,176,106.3,118,107.4,266,4.47,55
112,Princeton,15,Ivy,21-8,21,8,0.7241379310344828,5.57,109.1,103,103.5,137,67.5,171,0.024,123,-2.55,222,103.4,254,105.9,192,-4.83,306
113,Vermont,15,AE,23-10,23,10,0.696969696969697,5.42,109.8,99,104.4,153,64.6,314,0.051,66,-3.68,251,103.4,256,107.0,252,5.86,33
114,Colgate,15,Pat,26-8,26,8,0.7647058823529411,5.29,113.0,44,107.7,231,67.9,156,0.004,180,-7.69,335,100.7,336,108.4,316,-1.17,198
127,Kennesaw State,14,ASun,26-8,26,8,0.7647058823529411,3.64,106.3,153,102.7,116,68.5,118,0.147,2,-1.52,191,105.1,158,106.7,228,5.05,48
146,UNC Asheville,15,BSth,27-7,27,7,0.7941176470588235,1.51,104.1,195,102.6,115,68.5,121,0.152,1,-5.3,294,102.8,281,108.1,300,-0.57,183
161,Northern Kentucky,16,Horz,22-12,22,12,0.6470588235294118,0.52,103.3,217,102.8,121,62.0,358,0.053,62,-3.89,258,104.4,199,108.3,311,4.21,60
170,Texas A&M–CC,16,Slnd,23-10,23,10,0.696969696969697,-0.23,107.4,137,107.6,229,69.3,80,0.019,136,-9.07,352,101.2,330,110.2,358,1.44,124
215,Howard,16,MEAC,22-12,22,12,0.6470588235294118,-3.21,103.7,204,106.9,212,69.0,99,0.096,15,-6.11,314,101.4,323,107.5,270,0.26,161
257,Southeast Missouri St.,16,OVC,19-16,19,16,0.5428571428571428,-7.21,100.9,263,108.1,243,72.5,7,0.026,116,-7.61,332,101.4,321,109.0,335,1.04,139
285,Texas Southern,16,SWAC,14-20,14,20,0.4117647058823529,-9.71,96.5,330,106.2,196,69.4,72,0.025,119,-4.75,285,100.8,335,105.5,173,10.98,4
312,Fairleigh Dickinson,16,NEC,19-15,19,15,0.5588235294117647,-12.25,106.2,155,118.4,361,68.8,110,0.017,143,-14.0,362,96.3,363,110.3,360,-7.11,338
